bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0121,,H Agric Aff,03/12; U.C. to be returned to Agricultural Affairs Committee,,,['Representative Tammy Nichols'],,,POTATOES - Adds to existing law to provide for a processed potatoes negotiation period.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0121/,
H0122,Amended,H Held at Desk,"04/04; Without recommendation on concurrence, Held at desk",2019-03-18,2019-04-01,"['Representative Bill Goesling', 'Representative Mike Kingsley', 'Representative Randy Armstrong', 'Representative Ryan Kerby', 'Representative Greg Chaney', 'Representative Thomas Dayley', 'Senator Grant Burgoyne', 'Senator Mark Harris', 'Senator Mary Souza', 'Senator Jim Rice', 'Senator Don Cheatham', 'Senator Jim Guthrie']","['Representative Troy', 'Representative Moon', 'Senator Lee']",,"HEMP - Amends and adds to existing law to provide legislative intent; to provide for research, production, and regulation of hemp; and to provide an exception regarding tetrahydrocannabinols.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0122/,
H0123,,H St Aff,02/12; Reported Printed and Referred to State Affairs,,,,,,DAYLIGHT SAVING TIME - Adds to existing law to provide that an area of the state of Idaho shall be exempt from the daylight saving time provisions of federal law.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0123/,
H0124,,LAW,"Reported Signed by Governor on March 19, 2019; Session Law Chapter 113; Effective: 07/01/2019",2019-02-26,2019-03-13,,"['Representative Syme', 'Senator Winder']",Signed,MILITARY - Amends existing law to revise provisions regarding the Model State Code of Military Justice.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0124/,
H0125,,H Transp,02/12; Reported Printed and Referred to Transportation & Defense,,,,,,"SINGLE COUNTYWIDE HIGHWAY DISTRICTS - Amends existing law to provide that vehicles weighing more than 8,000 pounds may be subject to vehicle registration fees collected by a countywide highway district.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0125/,
H0126,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 94; Effective: 07/01/2019",2019-02-22,2019-03-12,,"['Representative Kauffman', 'Senator Lodge']",Signed,TRANSPORTATION - Amends existing law regarding overhanging and projecting loads to revise minimum flag size.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0126/,
H0127,Amended,H FAILED,03/12; Read third time in full as amended - FAILED - 30-38-2,2019-03-12,,,,,"LOCAL LAND USE PLANNING - Repeals, amends, and adds to existing law to revise provisions regarding cities and counties.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0127/,
H0128,,H Loc Gov,02/12; Reported Printed and Referred to Local Government,,,,,,CITIES - Repeals and adds to existing law to establish provisions regarding annexation of land by cities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0128/,
H0129,,H Rev/Tax,02/12; Reported Printed and Referred to Revenue & Taxation,,,,,,TAXING DISTRICTS - Amends existing law to provide for the right of a taxing district to appeal a decision by the State Tax Commission to not recognize a boundary change.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0129/,
H0130,Amended,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2019-03-12,,,['Representative Wagoner'],,ANNEXATION - Amends existing law to revise provisions regarding annexation by cities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0130/,
H0131,,H Loc Gov,02/12; Reported Printed and Referred to Local Government,,,,,,MUNICIPAL RECORDS - Amends existing law to provide for the classification and retention of municipal media recordings and law enforcement media recordings.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0131/,
H0132,,LAW,"Reported Signed by Governor on March 7, 2019; Session Law Chapter 55; Effective: 03/07/2019",2019-02-14,2019-02-28,,"['Representative Anderson', 'Senator Grow']",Signed,APPROPRIATIONS - STATE TAX COMMISSION - Relates to the appropriation to the State Tax Commission for fiscal year 2019.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0132/,
H0133,,S Health/Wel,"Introduced, read first time; referred to: Health & Welfare",2019-02-25,,,['Representative Giddings'],,HEALTH - Amends existing law to require that certain information regarding immunization exemptions be given by daycare facilities and schools to parents or guardians enrolling children.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0133/,
H0134,,LAW,"Reported Signed by Governor on March 14, 2019; Session Law Chapter 83; Effective: 07/01/2019",2019-02-19,2019-03-08,,"['Representative Syme', 'Senator Lodge']",Signed,ALCOHOLIC BEVERAGES - Amends existing law to provide that it shall not be unlawful for any person under the age of 21 to enter or be in a plaza under certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0134/,
H0135,,H Com/HuRes,02/13; Reported Printed and Referred to Commerce & Human Resources,,,,,,STATE PROCUREMENT ACT - Amends existing law to require that certain contract services performed for the State of Idaho be verified by specified computer software.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0135/,
H0136,,H Com/HuRes,02/13; Reported Printed and Referred to Commerce & Human Resources,,,,,,PERSI - Amends existing law to provide for the reemployment of certain public safety officers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0136/,
H0137,Amended,LAW,"Reported Signed by Governor on April 4, 2019; Session Law Chapter 300; Effective: 07/01/2019",2019-04-01,2019-03-26,,"['Representative Moyle', 'Senator Lee']",Signed,DANGEROUS AND AT-RISK DOGS - Amends existing law to revise provisions regarding dangerous and at-risk dogs.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0137/,
H0138,,H FAILED,03/04; Read Third Time in Full - FAILED - 34-36-0,2019-03-04,,,,,"FORCIBLE ENTRY AND UNLAWFUL DETAINER - Amends, repeals, and adds to existing law to revise provisions and procedures regarding an action for forcible entry and unlawful detainer.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0138/,
H0139,,LAW,"Reported Signed by Governor on April 3, 2019; Session Law Chapter 293; Effective: 07/01/2019",2019-03-01,2019-03-27,,"['Representative Ehardt', 'Senator Anthon']",Signed,FOREIGN DEFAMATION JUDGMENTS - Adds to existing law to provide for foreign defamation judgments and to provide procedures.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0139/,
H0140,,H Jud,"02/13; Reported Printed and Referred to Judiciary, Rules & Administration",,,"['Representative John Gannon', 'Representative Bryan Zollinger']",,,MARIJUANA - Amends existing law to provide certain penalties for marijuana.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0140/,
H0141,,LAW,"Reported Signed by Governor on March 26, 2019; Session Law Chapter 226; Effective: 07/01/2019",2019-02-28,2019-03-19,,"['Representative Addis', 'Senator Guthrie']",Signed,MINES - Amends existing law to revise references to mining operations and to provide for financial assurance.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0141/,
H0142,,H Res/Con,02/13; Reported Printed and Referred to Resources & Conservation,,,,,,BEAR LAKE - Adds to existing law to provide that certain lands and water at Bear Lake be devoted to public use.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0142/,
H0143,,H Bus,02/13; Reported Printed and Referred to Business,,,,,,"OCCUPATIONAL LICENSING - Establishes the Occupational Licensing Reform Act and establishes provisions regarding recognition of military training, expedited applications for military members and their spouses, and licensure by endorsement for military members and their spouses.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0143/,
H0144,,LAW,"Reported Signed by Governor on March 22, 2019; Session Law Chapter 178; Effective: 07/01/2019",2019-03-01,2019-03-18,,"['Representative Andrus', 'Senator Guthrie']",Signed,BARBER AND COSMETOLOGY SERVICES - Amends existing law to provide for personal care of residents in specified facilities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0144/,
H0145,Amended,S Com/HuRes,"Introduced, read first time; referred to: Commerce & Human Resources",2019-03-05,,,['Representative Vander Woude'],,"SELF-SERVICE STORAGE FACILITIES - Amends and adds to existing law to revise provisions regarding rental agreements and liens, to provide for a procedure in the event of default where the property stored in the leased space is a vehicle or trailer, and to provide for when an operator may restrict access to the leased space.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0145/,
H0146,,H Bus,02/28; U.C. to be returned to Business Committee,,,,,,RECORDER’S FEES - Amends existing law to revise provisions regarding the fees a county recorder may receive.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0146/,
H0147,,H Bus,02/13; Reported Printed and Referred to Business,,,,,,INSURANCE - Amends existing law to establish provisions regarding underinsured motor vehicle coverage.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0147/,
H0148,,H Transp,02/13; Reported Printed and Referred to Transportation & Defense,,,,,,"MOTOR VEHICLES - Amends existing law to revise the definition of ""proof of financial responsibility.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0148/,
H0149,Amended,LAW,"Reported Signed by Governor on April 4, 2019; Session Law Chapter 306; Effective: 07/01/2019",2019-04-02,2019-03-26,,"['Representative Furniss', 'Senator Thayn']",Signed,SELF-FUNDED HEALTH CARE PLANS - Amends existing law to provide for a waiver of surplus requirements if a self-funded plan meets certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0149/,
H0150,,LAW,"Reported Signed by Governor on March 19, 2019; Session Law Chapter 114; Effective: 07/01/2019",2019-03-01,2019-03-13,,"['Representative Goesling', 'Senator Lent']",Signed,"OPEN MEETINGS - Amends existing law to provide that the governing board of a public school district, charter district, or public charter school may enter into executive session on a simple roll call majority vote under certain circumstances.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0150/,
H0151,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 95; Effective: 03/18/2019",2019-02-28,2019-03-12,,"['Representative Blanksma', 'Senator Guthrie']",Signed,FOOD ESTABLISHMENTS - Amends existing law to revise provisions regarding licensing and other fees for food establishments.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0151/,
H0152,,H Health/Wel,02/14; Reported Printed and Referred to Health & Welfare,,,,,,NATUROPATHIC MEDICINE - Establishes provisions regarding the licensure of naturopathic physicians.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0152/,
H0153,,LAW,"Reported Signed by Governor on March 20, 2019; Session Law Chapter 132; Effective: 07/01/2019",2019-02-26,2019-03-12,"['Representative Lance Clow', 'Representative Ryan Kerby', 'Representative Jerald Raymond', 'Representative Bill Goesling', 'Representative Gary Marshall', 'Representative Caroline Troy', 'Senator Dean Mortimer', 'Senator Dave Lent', 'Senator Chuck Winder']","['Representative Marshall', 'Senator Mortimer']",Signed,EDUCATION - Amends existing law to revise the career ladder.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0153/,
H0154,,H Rev/Tax,02/14; Reported Printed and Referred to Revenue & Taxation,,,,,,SALES TAX - Amends existing law to revise the sales tax revenue distribution formula to counties and cities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0154/,
H0155,,LAW,"Reported Signed by Governor on March 15, 2019; Session Law Chapter 88; Effective: 07/01/2019",2019-02-26,2019-03-11,,"['Representative Gestrin', 'Senator Winder']",Signed,"LIQUOR LICENSES - Amends existing law to provide for the boundaries of a year-round resort and to revise the definition of ""year-round resort.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0155/,
H0156,,LAW,"Reported Signed by Governor on March 13, 2019; Session Law Chapter 80; Effective: 07/01/2019",2019-02-20,2019-03-07,,"['Representative Scott', 'Senator Lodge']",Signed,"FIREARMS - Amends existing law to revise the definition of a ""qualified retired law enforcement officer.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0156/,
H0157,,LAW,"Reported Signed by Governor on March 15, 2019; Session Law Chapter 87; Effective: 07/01/2019",2019-02-21,2019-03-07,"['Representative Mathew Erpelding', 'Representative Caroline Troy', 'Representative Bryan Zollinger', 'Representative Mike Kingsley', 'Representative Sage Dixon', 'Representative Robert Anderst', 'Representative Brent Crane', 'Representative Barbara Ehardt', 'Representative Gary Collins', 'Representative Melissa Wintrow', 'Representative Bill Goesling', 'Representative Heather Scott', 'Representative Sally Toone', 'Senator David Nelson', 'Senator Michelle Stennett']","['Representative Erpelding', 'Senator Stennett']",Signed,ALCOHOL - Amends existing law to provide that certain movie theaters may obtain a license to sell beer at retail.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0157/,
H0158,Amended,LAW,"Reported Signed by Governor on March 19, 2019; Session Law Chapter 199; Effective: 07/01/2019",2019-03-04,2019-03-13,,"['Representative Rubel', 'Senator Burgoyne']",Signed,"HOMEOWNER’S ASSOCIATIONS - Amends existing law to provide for certain prohibited conduct by homeowner’s associations regarding solar panels, to provide that a homeowner’s association may adopt certain rules, and to provide an exception.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0158/,
H0159,,LAW,"Reported Signed by Governor on March 7, 2019; Session Law Chapter 56; Effective: 03/07/2019",2019-02-20,2019-02-28,,"['Representative Wintrow', 'Senator Crabtree']",Signed,APPROPRIATIONS - DEPARTMENT OF CORRECTION - Relates to the appropriation to the Department of Correction for fiscal year 2019.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0159/,
H0160,,LAW,"Reported Signed by Governor on March 19, 2019; Session Law Chapter 115; Effective: 07/01/2019",2019-02-22,2019-03-13,,"['Representative Raymond', 'Senator Grow']",Signed,PURCHASING BY POLITICAL SUBDIVISIONS - Amends existing law to provide that a sole source declaration may be without an emergency declaration.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0160/,
H0161,,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2019-02-22,,,['Representative Raymond'],,PURCHASING BY POLITICAL SUBDIVISIONS - Amends existing law to provide for the posting of notice for solicitations of information technology.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0161/,
H0162,,S Res/Env,03/27; Referred to Resources & Environment,2019-02-26,,"['Representative Judy Boyle', 'Representative Terry Gestrin', 'Representative Dorothy Moon', 'Representative Sage Dixon', 'Representative Jerald Raymond', 'Representative James Addis', 'Representative Laurie Lickley', 'Representative Ron Mendive', 'Representative Bill Goesling', 'Representative Megan Blanksma', 'Representative Christy Zito', 'Senator Dan Johnson', 'Senator Steve Vick', 'Senator Chuck Winder', 'Senator Steven Thayn', 'Senator Bert Brackett']",['Representative Boyle'],,FEDERAL LANDS - Adds to existing law to provide for the Idaho Council on Federal Lands.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0162/,
H0163,,H Rev/Tax,02/18; Reported Printed and Referred to Revenue & Taxation,,,,,,"PROPERTY ASSESSMENTS - Adds to existing law to provide that a county assessor, board of county commissioners, or an affected taxpayer may appeal a decision by the State Board of Equalization equalizing a category of property.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0163/,
H0164,,LAW,"Reported Signed by Governor on March 25, 2019; Session Law Chapter 200; Effective: 07/01/2019",2019-03-04,2019-03-19,,"['Representative Ricks', 'Senator Mortimer']",Signed,PROPERTY ASSESSMENTS - Amends existing law to revise provisions regarding the equalization of the assessment of a category of property and to provide notice requirements.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0164/,
H0165,,LAW,"Reported Signed by Governor on March 19, 2019; Session Law Chapter 116; Effective: Retroactive to 01/01/2019",2019-02-26,2019-03-13,,"['Representative Addis', 'Senator Anthon']",Signed,"INCOME TAX REFUNDS - Repeals, amends, and adds to existing law to allow an individual to designate an income tax refund or payment to certain charities, to revise minimum collection thresholds, and to require an annual report by the State Tax Commission.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0165/,
H0166,,H St Aff,Referred to State Affairs,,,,,,"NEWSPAPERS - Amends and adds to existing law to provide for legal notices to be published by a newspaper electronically, with print follow-up, and to set rates.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0166/,
H0167,,LAW,"Reported Signed by Governor on March 22, 2019; Session Law Chapter 179; Effective: 07/01/2019",2019-03-01,2019-03-18,,"['Representative Palmer', 'Senator Crabtree']",Signed,MOTOR VEHICLES - Amends existing law regarding designated routes and local authorities.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0167/,
H0168,,LAW,"Reported Signed by Governor on March 22, 2019; Session Law Chapter 180; Effective: 07/01/2019 SECTION 1, 2, 5, & 6;; 06/30/2021 SECTION 3 & 4;; 06/30/2021 Sunset Clause - SECTION 5",2019-03-01,2019-03-18,,"['Representative Palmer', 'Senator Crabtree']",Signed,"MOTOR VEHICLES - Adds to and amends existing law for the Idaho Transportation Department and local authorities to designate routes and issue permits for vehicles with gross weights between 105,501 and 129,000 pounds.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0168/,
H0169,Amended,LAW,"Reported Signed by Governor on April 5, 2019; Session Law Chapter 315; Effective: 07/01/2019;; 07/01/2021 Sunset Clause",2019-04-02,2019-03-26,,"['Representative Monks', 'Senator Harris']",Signed,FEDERALISM - Adds to existing law to provide for the Committee on Federalism.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0169/,
H0170,,S Jud,"Introduced, read first time; referred to: Judiciary & Rules",2019-02-28,,,['Representative Scott'],,"CHILD PROTECTION - Adds to existing law to require a notification of rights to parents or other concerned persons during an investigation of child abuse, neglect, or abandonment.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0170/,
H0171,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 96; Effective: 03/18/2019",2019-02-26,2019-03-12,,"['Representative Crane', 'Senator Souza']",Signed,ELECTIONS - Amends existing law to revise the time lines for the transmission of certain election and ballot information and to make other election law changes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0171/,
H0172,,H Health/Wel,02/19; Reported Printed and Referred to Health & Welfare,,,,,,HOSPITAL DISTRICTS - Amends existing law to provide that a person shall not simultaneously serve as both a trustee for a hospital district and on the board of directors for a hospital within the same district.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0172/,
H0173,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 97; Effective: 07/01/2019",2019-02-26,2019-03-12,,"['Representative Crane', 'Senator Harris']",Signed,ELECTIONS - Amends existing law to revise the threshold population for a mail ballot precinct.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0173/,
H0174,,LAW,"Reported Signed by Governor on March 12, 2019; Session Law Chapter 69; Effective: 03/12/219",2019-02-26,2019-03-06,,"['Representative Horman', 'Senator Ward-Engelking']",Signed,APPROPRIATIONS - HEALTH EDUCATION PROGRAMS - Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for Health Education Programs for fiscal year 2019.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0174/,
H0175,,H Jud,"02/22; Reported Printed and Referred to Judiciary, Rules & Administration",,,,,,"IDAHO ADMINISTRATIVE PROCEDURE ACT - Repeals, amends, and adds to existing law to revise procedures for contested cases and hearing officers.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0175/,
H0176,,LAW,"Reported Signed by Governor on March 25, 2019; Session Law Chapter 201; Effective: 03/25/2019",2019-03-01,2019-03-18,,"['Representative Blanksma', 'Senator Lent']",Signed,POTATOES - Amends existing law to revise definitions and to provide that certain rulemaking shall not be authorized.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0176/,
H0177,,LAW,"Reported Signed by Governor on March 25, 2019; Session Law Chapter 202; Effective: 07/01/2019",2019-03-04,2019-03-19,,"['Representative Young', 'Senator Lakey']",Signed,PERSI - Amends existing law to provide for the reemployment of certain public safety officers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0177/,
H0178,,H Bus,02/22; Reported Printed and Referred to Business,,,,,,"INSURANCE - Adds to existing law to prohibit an insurer from considering certain inquiries or claims when considering an application for, renewal of, or change in a property or casualty insurance policy.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0178/,
H0179,Amended,LAW,"Reported Signed by Governor on April 2, 2019; Session Law Chapter 269; Effective: 01/01/2020",2019-03-13,2019-03-26,,"['Representative Furniss', 'Senator Brackett']",Signed,MOTOR VEHICLE INSURANCE - Amends existing law to require an applicant for motor vehicle registration to provide proof of insurance and to require that the Idaho Transportation Department develop an electronic verification system to monitor the status of insurance coverage as to all registered vehicles.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0179/,
H0180,,LAW,"Reported Signed by Governor on March 22, 2019; Session Law Chapter 181; Effective: 07/01/2019",2019-03-04,2019-03-18,,"['Representative Blanksma', 'Senator Harris']",Signed,SYRINGE AND NEEDLE EXCHANGE ACT - Adds to existing law to provide that syringe and needle exchange programs may be established with certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0180/,
H0181,,LAW,"Reported Signed by Governor on March 20, 2019; Session Law Chapter 133; Effective: 07/01/2019",2019-03-04,2019-03-14,,"['Representative Zollinger', 'Senator Nye']",Signed,"CHILDREN - Amends existing law to revise the definition of ""abused.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0181/,
H0182,,LAW,"Reported Signed by Governor on March 21, 2019; Session Law Chapter 141; Effective: 07/01/2019",2019-03-04,2019-03-12,"['Representative Bryan Zollinger', 'Representative Jarom Wagoner', 'Representative Sue Chew', 'Representative John Vander', 'Representative Marc Gibbs', 'Representative Megan Blanksma', 'Representative Mike Kingsley', 'Representative Chad Christensen', 'Representative John Green', 'Representative Laurie Lickley', 'Representative Muffy Davis', 'Representative Ilana Rubel', 'Representative Brooke Green', 'Senator Fred Martin', 'Senator Abby Lee', 'Senator Lee Heider', 'Senator Maryanne Jordan', 'Senator Mary Souza', 'Senator David Nelson']","['Representative Zollinger', 'Senator Lee']",Signed,PHARMACISTS - Amends existing law to revise provisions regarding products that may be prescribed.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0182/,
H0183,,LAW,"Reported Signed by Governor on April 3, 2019; Session Law Chapter 294; Effective: Retroactive to 01/01/2018, with provisions",2019-03-20,2019-03-27,,"['Representative Anderst', 'Senator Hill']",Signed,INCOME TAXES - Amends existing law to revise provisions regarding the taxation of corporate foreign income.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0183/,
H0184,,LAW,"Reported Signed by Governor on March 25, 2019; Session Law Chapter 203; Effective: 07/01/2019",2019-03-01,2019-03-19,,"['Representative Moyle', 'Senator Brackett']",Signed,AUDITS OF LOCAL GOVERNMENTAL ENTITIES - Amends existing law to revise the expenditure levels of local governmental entities subject to audits.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0184/,
H0185,,H Educ,02/25; Reported Printed and Referred to Education,,,"['Representative Sally Toone', 'Representative Steve Berch', 'Representative Muffy Davis', 'Representative John Gannon', 'Representative Jake Ellis', 'Representative Rob Mason', 'Representative Elaine Smith', 'Senator David Nelson', 'Senator Maryanne Jordan', 'Senator Michelle Stennett', 'Senator Janie Ward', 'Senator Grant Burgoyne']",,,EDUCATION - Adds to existing law to enact the Quality Educator Loan Assistance Program.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0185/,
H0186,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 98; Effective: 03/18/2019",2019-03-01,2019-03-12,,"['Representative Amador', 'Senator Johnson']",Signed,APPROPRIATIONS - DIVISION OF VETERANS SERVICES - Relates to the appropriation to the Division of Veterans Services for fiscal year 2019.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0186/,
H0187,,LAW,"Reported Signed by Governor on March 18, 2019; Session Law Chapter 99; Effective: 07/01/2019",2019-03-01,2019-03-12,,"['Representative Kauffman', 'Senator Ward-Engelking']",Signed,APPROPRIATIONS - COMMISSION ON HISPANIC AFFAIRS - Relates to the appropriation to the Commission on Hispanic Affairs for fiscal year 2020.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0187/,
H0188,,H W/M,02/25; Reported Printed and Referred to Ways & Means,,,,,,SEED BUYERS - Amends existing law to revise conditions of licensure.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0188/,
H0189,Amended,LAW,"Reported Signed by Governor on April 2, 2019; Session Law Chapter 270; Effective: 07/01/2019",2019-03-20,2019-03-26,,"['Representative Scott', 'Senator Lakey']",Signed,FISH AND GAME - Repeals existing law relating to the authority of officers to conduct certain searches.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0189/,
H0190,,H St Aff,Referred to State Affairs,,,,,,SECRETARY OF STATE - Amends existing law to require the registration of a commercial registered agent in certain circumstances.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0190/,
H0191,,LAW,"Reported Signed by Governor on March 25, 2019; Session Law Chapter 204; Effective: 07/01/2019",2019-03-04,2019-03-19,,"['Representative Anderson', 'Senator Souza']",Signed,SECRETARY OF STATE - Amends existing law to revise provisions regarding fees for expedited service for entity filings.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0191/,
H0192,,LAW,"Reported Signed by Governor on March 28, 2019; Session Law Chapter 243; Effective: 03/28/2019",2019-03-08,2019-03-19,,"['Representative Gestrin', 'Senator Heider']",Signed,"OUTFITTERS AND GUIDES - Amends existing law to revise outfitted hunter tags set-aside provisions, to revise deer and elk tag provisions, and to revise provisions regarding the powers and duties of the Idaho Outfitters and Guides Licensing Board.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0192/,
H0193,Amended,LAW,"Reported Signed by Governor on April 2, 2019; Session Law Chapter 271; Effective: 07/01/2019",2019-03-12,2019-03-27,,"['Representative Wagoner', 'Senator Lakey']",Signed,STATE TAX COMMISSION - Amends existing law to revise provisions regarding legal descriptions and boundaries.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0193/,
H0194,Amended,LAW,"Reported Signed by Governor on April 4, 2019; Session Law Chapter 313; Effective: 07/01/2020",2019-04-02,2019-03-26,,"['Representative Clow', 'Senator Mortimer']",Signed,PUBLIC LIBRARIES - Amends existing law to provide that a public library’s Internet safety policy shall apply to any publicly accessible wireless Internet access provided by the library.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2019/legislation/H0194/,
