bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0195,,LAW,"Reported Signed by Governor on May 4, 2009; Session Law Chapter 277; Effective: 07/01/2009",2009-03-16,2009-04-22,,"['Representative Bolz', 'Senator Kelly']",Signed,VETERANS - Amends existing law relating to veterans to revise provisions relating to the County Memorial Commission and its powers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0195/,
H0196,,H Transp,03/06; U.C. to be returned to Transportation & Defense Committee,,,,,,PUBLIC HIGHWAYS - CITY COUNCIL - AUTHORITY - Amends existing law to include city council authority to initiate and to conduct validation proceedings involving a public highway or public right-of-way.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0196/,
H0197,,H Transp,02/26; Reported Printed and Referred to Transportation & Defense,,,,,,MOTOR VEHICLES - REGISTRATION FEES - LICENSE PLATES - Amends existing law to provide to provide for a special permanent or business logo license plate for trailers and semitrailers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0197/,
H0198,Amended,LAW,"Reported Signed by Governor on May 4, 2009; Session Law Chapter 278; Effective: 07/01/2009",2009-03-27,2009-04-22,,"['Representative Roberts', 'Senator Stegner']",Signed,PUBLICATION OF NOTICE - REQUIREMENTS - Amends existing law to revise the required publication of notice requirements relating to notice of the general terms of written agreements for transfer or conveyances of real or personal property between units of government or districts.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0198/,
H0199,,LAW,"Reported Signed by Governor on May 6, 2009; Session Law Chapter 286; Effective: 07/01/2009",2009-03-05,2009-04-29,,"['Representative Nonini', 'Senator Hammond']",Signed,"BOARD OF EDUCATION - RETIREMENT PLANS - Adds to existing law to provide that the State Board of Education and the Board of Regents of the University of Idaho may establish additional retirement plans for college, university and state board employees.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0199/,
H0200,,H Env,"02/26; Reported Printed and Referred to Environment, Energy, & Technology",,,,,,ENERGY RESOURCES AUTHORITY - Amends existing law to provide additional powers of the state treasurer to invest state funds or other funds in fixed or variable rate bonds of the Idaho Energy Resources Authority upon certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0200/,
H0201,,S St Aff,"Introduced, read first time; referred to: State Affairs",2009-03-06,,,['Representative Lake'],,"ELECTIONS - Amends, adds to and repeals existing law to limit elections to two dates in each calendar year, except for school districts that are allowed two additional election dates; to specify those elections to be held in even-numbered years and those elections to be held in odd-numbered years; to transition certain terms of office from an odd number of years to four year or six year terms; to provide for all elections to be conducted by the appropriate county clerk, except for water districts, ground water recharge districts, ground water management districts and irrigations districts; to provide for an annual distribution from sales tax revenues to counties to fund the additional cost of conducting elections and to provide a report.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0201/,
H0202,,S Com/HuRes,"Introduced, read first time; referred to: Commerce & Human Resources",2009-03-24,,,['Representative Boyle'],,"STATE FIRE MARSHAL - Amends existing law relating to the State Fire Marshal to provide for adoption of later editions of the International Fire Code by the Legislature; to revise applicability provisions to provide the State Fire Marshal shall have certain powers and duties over buildings, structures and premises owned or leased by the state or its political subdivisions; to provide that the State Fire Marshal shall transmit specified annual reports to the Governor and Legislature; and to revise inspection provisions and to provide that counties and cities may contract with the State Fire Marshal to provide inspections.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0202/,
H0203,Amended,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2009-03-23,,,['Representative Jaquet'],,TAXATION - RENEWABLE ENERGY PROJECTS - Amends existing law to provide a property tax exemption for renewable energy projects; to provide an energy tax on renewable energy projects to be paid to local units of government in lieu of the property tax; and to provide for a taxing district’s property tax budget if the alternative energy equipment ceases to produce electricity.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0203/,
H0204,,H Rev/Tax,03/02; Reported Printed and Referred to Revenue & Taxation,,,,,,INCOME TAXATION - Amends existing law  to provide that resident trusts can claim a credit for taxes paid to another state and to revise procedures for taxation of an estate or trust.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0204/,
H0205,,LAW,"Reported Signed by Governor on April 3, 2009; Session Law Chapter 98; Effective: 07/01/2009",2009-03-16,2009-03-27,,"['Representative Ruchti', 'Senator Heinrich']",Signed,HIGHWAY DISTRICTS - ELECTIONS - Adds to existing law to provide procedures in any election for a highway district commissioner if there is only one qualified candidate nominated.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0205/,
H0206,,LAW,"Reported Signed by Governor on April 3, 2009; Session Law Chapter 99; Effective: 07/01/2009",2009-03-16,2009-03-27,,"['Representative Shepherd', 'Senator McKague']",Signed,"HIGHWAY DISTRICTS - BUDGETS - Amends and repeals existing law to provide that highway district commissioners shall, prior to certifying a property tax levy to the commissioners and a county assessor, adopt a budget and cause a public hearing to be held on the budget.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0206/,
H0207,,H Transp,03/02; Reported Printed and Referred to Transportation & Defense,,,,,,"RIGHT OF ENTRY - DUE DILiGENCE - Amends existing law to provide that agents and employees of the Transportation Board, county commissioners and highway district commissioners shall have the right to enter upon any land to make surveys, environmental assessments, relocation assessments or appraisals of such lands.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0207/,
H0208,,H Rev/Tax,03/02; Reported Printed and Referred to Revenue & Taxation,,,,,,PROPERTY - EXEMPT FROM TAXATION - Amends existing law to provide that a renewable energy device attached to residential property shall be exempt from taxation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0208/,
H0209,,H Rev/Tax,03/02; Reported Printed and Referred to Revenue & Taxation,,,,,,PROPERTY - TAX EXEMPTION - Adds to existing law to provide that certain energy property shall be exempt from taxation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0209/,
H0210,,H Res/Con,03/05; Reported Printed and Referred to Resources & Conservation,,,,,,COMPREHENSIVE AQUIFER MANAGEMENT PLAN - Adds to existing law to provide that the Comprehensive Aquifer Management Plan for the Eastern Snake Plain Aquifer is approved as a component of the Comprehensive State Water Plan; to provide that the Idaho Water Resource Board shall prepare and submit a funding mechanism to the Legislature for approval; and to provide that implementation of Phase I of the plan is subject to legislative approval of a funding mechanism.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0210/,
H0211,,LAW,"Reported Signed by Governor on May 12, 2009; Session Law Chapter 329; Effective: 05/12/09",2009-05-07,2009-05-08,,"['Representative Shirley', 'Senator Schroeder']",Signed,"HIGHER EDUCATION - RESIDENCY REQUIREMENTS - Amends existing law relating to residency requirements for public institutions of higher education to revise the definition of ""resident student.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0211/,
H0212,,LAW,"Reported Signed by Governor on April 9, 2009; Session Law Chapter 160; Effective: 07/01/2009",2009-03-13,2009-03-31,,"['Representative Jaquet', 'Senator Goedde']",Signed,"PUBLIC CHARTER SCHOOLS - Amends existing law relating to public charter schools to provide for notice relating to a petition for a non-virtual public charter school, to provide for certain comments and to provide for notice to the public charter school commission; to provide for a hearing, to provide for notice to the board of the local school district and to provide for certain comments.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0212/,
H0213,,LAW,"Reported Signed by Governor on April 8, 2009; Session Law Chapter 137; Effective: 04/08/09",2009-03-16,2009-03-31,,"['Representative Anderson', 'Senator Corder']",Signed,"VESSELS - Amends existing law relating to vessels to provide for additional fees for specified vessels, to provide for stickers, to provide for collection and deposit of fees in the Invasive Species Fund and to provide exceptions.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0213/,
H0214,,H FAILED,03/20; Read Third Time in Full - FAILED - 31-32-7,2009-03-20,,,,,EARLY FETAL DEATH - Amends and adds to existing law relating to early fetal death to provide a public records exception; and to provide for certificates of early fetal death.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0214/,
H0215,,H St Aff,03/06; Reported Printed and Referred to State Affairs,,,,,,"TELECOMMUNICATIONS ACT OF 1988 - Amends existing law relating to the Telecommunications Act of 1988 to revise certain eligibility requirements, to provide distribution from the universal service fund to individual eligible telecommunication carriers that meet certain residual revenue requirements, to provide purposes for distributions from the fund, and to provide distributions from the fund to an eligible telecommunications carrier that meets certain requirements.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0215/,
H0216,Amended,S Health/Wel,"Introduced, read first time; referred to: Health & Welfare",2009-03-30,,,['Representative Loertscher'],,"PHARMACISTS AND PHARMACIES - Amends and adds to existing law to provide freedom of conscience for pharmacists or employer of the pharmacist, to provide immunity from liability and to prohibit discrimination.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0216/,
H0217,Amended,LAW,"Reported Signed by Governor on April 9, 2009; Session Law Chapter 153; Effective: 04/09/09",2009-04-03,2009-03-27,,"['Representative Roberts', 'Senator Smyser']",Signed,"MOTOR VEHICLES - DEALERS - SALESMEN - Amends existing law relating to motor vehicles and dealers and salesmen licensing to delete provisions relating to the termination, nonrenewal or cancellation of certain franchises, to delete provisions relating to fair and reasonable compensation, to delete provisions relating to certain rental payments, to provide that a manufacturer shall not cancel, terminate or fail to renew certain franchise agreements unless certain requirements are satisfied, to provide provisions relating to the termination, cancellation or nonrenewal of certain franchise agreements, to provide provisions relating to the repurchase of certain items, to provide for certain compensation, to provide provisions relating to repurchase within a certain time period, to provide provisions relating to a security interest, to provide exceptions for the application of law, to provide for penalties, to provide for certain reimbursements and to provide for application of law.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0217/,
H0218,Amended,LAW,"Reported Signed by Governor on May 4, 2009; Session Law Chapter 279; Effective: 07/01/2009",2009-04-23,2009-04-17,,"['Representative Hart', 'Senator Goedde']",Signed,"BUILDING CODES - Amends existing law relating to building codes to delete provisions relating to certain International Building Code sections, to exempt certain buildings from certain provisions of the International Fire Code, the International Building Code and the International Residential Code and to provide for voluntary installation of certain fire sprinkler systems.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0218/,
H0219,,H Transp,03/06; Reported Printed and Referred to Transportation & Defense,,,,,,HIGHWAY DISTRIBUTION ACCOUNT - Amends existing law relating to the Highway Distribution Account and the Idaho State Police to revise distributions from the Highway Distribution account and to provide effective dates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0219/,
H0220,,LAW,"Reported Signed by Governor on April 17, 2009; Session Law Chapter 173; Effective: 04/17/09",2009-03-16,2009-04-07,,"['Representative Jarvis', 'Senator Goedde']",Signed,"BUILDING SAFETY - Amends existing law relating to the Division of Building Safety to revise membership of the Idaho Building Code Board; to adopt 2006 editions of certain codes, to provide for adoption of subsequent editions, to prohibit certain amendments, to provide for an effective date following code adoption and to provide for hearings; and to provide for adoption of certain codes, to provide provisions relating to the adoption of certain codes by local jurisdictions and to provide for hearings and notice.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0220/,
H0221,,H Educ,03/09; Reported Printed and Referred to Education,,,,,,TUITION - PROFESSIONAL-TECHNICAL EDUCATION - Adds to existing law relating to tuition for professional-technical students to provide for use of certain moneys for tuition for professional-technical students and to provide for a list of enrollees.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0221/,
H0222,,LAW,"Reported Signed by Governor on April 9, 2009; Session Law Chapter 154; Effective: 07/01/2009",2009-03-16,2009-04-01,,"['Representative Hartgen', 'Senator Coiner']",Signed,JUVENILE CORRECTIONS ACT - Amends existing law relating to the Juvenile Corrections Act to provide that self-insured counties providing Worker’s Compensation Insurance for persons performing community service are not required to remit a certain fee to the State Insurance Fund.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0222/,
H0223,,H Jud,"03/10; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,CRIME VICTIMS - Amends and adds to existing law relating to victims of crimes to provide a public records exemption; and to provide for the confidentiality of the identity of victims of certain sexual crimes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0223/,
H0224,,H Educ,03/10; Reported Printed and Referred to Education,,,,,,NURSING EDUCATOR SCHOLARSHIP ACT - Adds to existing law to provide a Nursing Educator Scholarship Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0224/,
H0225,Amended,S Health/Wel,"Introduced, read first time; referred to: Health & Welfare",2009-04-03,,,['Representative Thayn'],,DAY CARE - ACCESS TO INFORMATION - Adds to existing law relating to day care to provide for access to certain information regarding day care.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0225/,
H0226,,LAW,"Reported Signed by Governor on May 12, 2009; Session Law Chapter 330; Effective: 07/01/2009",2009-03-20,2009-05-07,,"['Representative Hagedorn', 'Senator Hammond']",Signed,"MOTOR VEHICLES - REGISTRATION FEES - LICENSE PLATES - Amends existing law to provide for a special permanent or business logo license plate for trailers and semitrailers, to provide procedures and to provide for remittance of fees; to revise registration provisions for a trailer or semitrailer and to provide registration provisions for a trailer or semitrailer based in another jurisdiction.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0226/,
H0227,,H Bus,03/11; Reported Printed and Referred to Business,,,,,,"PAYDAY LOANS - Amends existing law to provide that a payday loan made in this state in violation of the licensing requirement of the Department of Finance is void, uncollectible and unenforceable, to provide that for any such payday loan the debtor is not obligated to pay the principal or any fee associated with such payday loan, to provide procedures and to provide for cease and desist actions by the Director of the Department of Finance; and to revise payday loan procedures.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0227/,
H0228,,H St Aff,03/11; Reported Printed and Referred to State Affairs,,,,,,"LOTTERY - Amends existing law relating to the lottery to provide for specified transfers of net income from the lottery, to require the lottery to ensure specified conditions and to provide for adjustments; and to provide for the consideration of certain lottery moneys distributed in calculating amounts to be distributed by the State Tax Commission.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0228/,
H0229,,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 215; Effective: 07/01/2009",2009-03-24,2009-04-13,,"['Representative Nielsen', 'Senator Pearce']",Signed,"MARTIAL LAW - Amends existing law relating to martial law to prohibit additional restrictions on the lawful possession, transfer, sale, transport, storage, display or use of firearms or ammunition during a state of extreme emergency.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0229/,
H0230,,LAW,"Reported Signed by Governor on April 20, 2009; Session Law Chapter 193; Effective: 07/01/2009",2009-03-24,2009-04-08,,"['Representative Killen', 'Senator Lodge']",Signed,PERSONAL SERVICE CONTRACTS - Amends existing law relating to publication of personal service contracts to revise provisions relating to the publication of personal service contracts.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0230/,
H0231,,LAW,"Reported Signed by Governor on April 24, 2009; Session Law Chapter 237; Effective: 07/01/2009",2009-03-24,2009-04-14,,"['Representative Bell', 'Senator Cameron']",Signed,PERSI - RETIREMENT ALLOWANCES - Amends existing law relating to the Public Employee Retirement System to revise provisions relating to certain members’ initial service retirement allowance; and to revise provisions relating to certain members’ accrued retirement allowance.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0231/,
H0232,Amended,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 216; Effective: 01/01/09 & for all proceedings pending before the State Tax Commission, Board of Tax Appeals or courts of the State on or after that date",2009-04-14,2009-04-07,,"['Representative Schaefer', 'Senator Hill']",Signed,INCOME TAXATION - Amends existing law to revise procedures for taxation of an estate or trust for state income tax purposes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0232/,
H0233,Amended,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2009-03-23,,,['Representative Anderson'],,PROPERTY - EXEMPT FROM TAXATION - Amends existing law to provide that a renewable energy device attached to residential property shall be exempt from taxation; and to provide that certain energy property shall be exempt from taxation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0233/,
H0234,,H Jud,"03/13; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,TRUST DEEDS - FORECLOSURES - Amends existing law relating to trust deeds to revise provisions relating to transfers in trust to secure the performance of an obligation and foreclosure; to revise provisions relating to the disposition of proceeds received at the trustee’s sale; and to revise provisions relating to money judgments.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0234/,
H0235,,H Jud,"03/13; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,"FORECLOSURES AND DEFICIENCY JUDGMENTS - Amends existing law relating to foreclosures and deficiency judgments to provide limitations on the institution of certain judicial actions against certain persons, to remove provisions allowing the beneficiary to bring an action without certain consequences, waivers or alternate pleading requirements, to provide that if the beneficiary obtains a judgment, the lien shall not attach to substantially valueless property; to provide against whom a money judgment may be sought, to provide for application of any proceeds received from the property sale, to provide a certain credit against a deficiency owing, to provide for the application of certain limitations to the amount of indebtedness of a guarantor and to provide that any attempt by contract or otherwise to waive any provision of the section shall be void as against public policy.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0235/,
H0236,,H Jud,"03/13; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,"FORECLOSURES AND DEFICIENCY JUDGMENTS - Amends existing law relating to foreclosures and deficiency judgments to provide for but one action against obligors and guarantors for recovery of any debt or the enforcement of any right secured by mortgage upon real estate; to revise how and when the value of mortgaged property is determined, to provide a limitation on a deficiency judgment, to provide for application of proceeds from the sale of the property, to provide a certain credit against a deficiency owing, to apply the protections to certain persons with a qualification, and to provide that any attempt to waive by contract or otherwise any provision shall be void as against public policy.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0236/,
H0237,Amended,H St Aff,04/08; U.C. to be returned to State Affairs Committee,,,,,,LOBBYISTS - Amends existing law relating to lobbyists to correct code references; and to revise prohibited actions of a person required to register as a lobbyist.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0237/,
H0238,,H St Aff,03/16; Reported Printed and Referred to State Affairs,,,,,,RECORDED DOCUMENTS - FEES - DUPLICATION - Amends existing law to revise provisions for determining the fee for duplication of recorded documents in excess of one hundred pages or for continuous electronic copy requests for duplication of records.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0238/,
H0239,,H Res/Con,03/16; Reported Printed and Referred to Resources & Conservation,,,,,,"FISH AND GAME - Amends existing law relating to fish and game to revise the definition of ""senior resident""; and to revise senior resident combination license provisions.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0239/,
H0240,Amended,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 217; Effective: 07/01/2009",2009-03-27,2009-04-13,,"['Representative Andrus', 'Senator Brackett']",Signed,FISH AND GAME - BIG GAME DEPREDATION FUND - Amends existing law relating to fish and game to delete certain payment priority provisions relating to the expendable Big Game Depredation Fund.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0240/,
H0241,,LAW,"Reported Signed by Governor on April 20, 2009; Session Law Chapter 194; Effective: 04/20/09",2009-03-23,2009-04-08,,"['Representative Andrus', 'Senator Bilyeu']",Signed,NEIGHBORHOOD ELECTRIC VEHICLES - Amends existing law relating to neighborhood electric vehicles to revise speed limits relating to the operation of neighborhood electric vehicles.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0241/,
H0242,,LAW,"Reported Signed by Governor on April 20, 2009; Session Law Chapter 191; Effective: 07/01/2009",2009-03-23,2009-04-08,,"['Representative Simpson', 'Senator Pearce']",Signed,IDAHO SMALL EMPLOYER INCENTIVE ACT - Amends existing law to extend the sunset date to the Idaho Small Employer Incentive Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0242/,
H0243,,H Rev/Tax,03/16; Reported Printed and Referred to Revenue & Taxation,,,,,,TOBACCO PRODUCTS TAX - Amends existing law to provide for taxation of little cigars.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0243/,
H0244,Amended,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 218; Effective: 07/01/2009",2009-03-27,2009-04-13,,"['Representative Hart', 'Senator Bilyeu']",Signed,LOCAL ECONOMIC DEVELOPMENT ACT - Amends existing law relating to the Local Economic Development Act to revise provisions relating to certain limits.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0244/,
H0245,,VETOED,"Returned from Governor vetoed on April 20, 2009",2009-03-25,2009-04-13,,"['Representative Cronin', 'Representative Durst', 'Senator Schroeder']",Vetoed,"PARENTS AS TEACHERS FAMILY SUPPORT ACT - Adds to existing law relating to the Parents as Teachers Family Support Act to provide a short title, to state legislative findings and intent, to define terms, to provide for the Parents as Teachers Family Support Program, to provide for rulemaking authority and to provide for the Parents as Teachers Family Support Fund.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0245/,
H0246,,H FAILED,03/19; Read Third Time in Full - FAILED - 27-43-0,2009-03-19,,,,,"TRANSPORTATION AND MOTOR FUEL TAXES - Amends and adds to existing law relating to transportation and motor fuel taxes to revise the apportionment from the Highway Distribution Account; to provide for the Highway Maintenance, Preservation and Restoration Fund, to provide for apportionment of fund moneys; and to revise certain fees relating to vehicles powered by gaseous fuels.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0246/,
H0247,,H Transp,03/19; U.C. to be returned to Transportation & Defense Committee,,,,,,MOTOR VEHICLES - FEES - Amends existing law relating to motor vehicles to revise and provide for various fees relating to vehicles including certain registration fees and operating fees.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0247/,
H0248,,LAW,"Reported Signed by Governor on April 24, 2009; Session Law Chapter 238; Effective: 10/01/09 Section 1;; 01/01/10 Section 2",2009-03-30,2009-04-14,,"['Representative Schaefer', 'Senator Stegner']",Signed,"EMPLOYMENT SECURITY LAW - Amends existing law relating to the Employment Security Law to define ""base period"" and ""alternative base period"" for those claimants who have insufficient wages in the base period to establish eligibility for unemployment benefits; to provide that certain claimants shall not be denied regular unemployment benefits solely because they are seeking only part-time work and to provide for training extension benefits.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0248/,
H0249,Amended,S St Aff,"Introduced, read first time; referred to: State Affairs",2009-04-07,,,['Representative Chadderdon'],,"UNITED STATES FLAG - IDAHO STATE FLAG - Adds to existing law to require that when a United States Flag or Idaho State Flag is purchased or sold by the state or a political subdivision, the flag shall be manufactured in the United States.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0249/,
H0250,,LAW,"Reported Signed by Governor on April 14, 2009; Session Law Chapter 170; Effective: 04/14/09",2009-03-23,2009-04-01,,"['Representative Bell', 'Senator Cameron']",Signed,APPROPRIATIONS - OMNIBUS RESCISSION AND SUPPLEMENTAL - Declares legislative intent regarding General Fund revenues and expenditures for fiscal year 2009; adjusts the Public School appropriation; transfers dedicated funds into the General Fund; reduces General Fund appropriations for state agencies and institutions; increases appropriations from dedicated and federal funds to partially offset General Fund reductions for some agencies; and adjusts the appropriation for medicaid to account for a change in the Federal Medical Assistance Percentage (FMAP).,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0250/,
H0251,,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 219; Effective: 07/01/2009",2009-03-27,2009-04-13,,"['Representative Jarvis', 'Representative Shirley', 'Senator Andreason']",Signed,BUILDING CODE ACT - SCHOOLS - Amends existing law relating to the Idaho Building Code Act and relating to review of plans for schools.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0251/,
H0252,,LAW,"Reported Signed by Governor on April 15, 2009; Session Law Chapter 171; Effective: 04/15/09",2009-03-24,2009-04-08,,"['Representative Nonini', 'Senator Goedde']",Signed,SCHOOL DISTRICTS - FINANCIAL EMERGENCIES - Amends and adds to existing law relating to school district financial emergencies to provide for notice requirements in the event a financial emergency has been declared; to provide an exception to the issuance of certain contracts; to clarify language; to provide for an informal review under certain circumstances; to provide for a due process hearing and procedure under certain circumstances; to provide that a due process hearing is not required under certain circumstances; to provide for financial emergencies; and to provide a time requirement for preparation of a budget if a financial emergency has been declared.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0252/,
H0253,,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 220; Effective: 07/01/2009",2009-03-27,2009-04-13,,"['Representative Nonini', 'Senator Goedde']",Signed,"COOPERATIVE SERVICE AGENCIES - Amends and adds to existing law relating to cooperative service agencies to revise provisions relating to certain levies for the purpose of constructing and maintaining facilities of a cooperative service agency; to provide that a cooperative service agency may request additional funding to be furnished by a tax levy, to provide for an election, to provide provisions relating to a question to be submitted, to provide for notice, to provide for certain voting percentages relating to tax levy rates, to provide for a tax levy, to provide for increasing the term and tax levy, to provide for a condition on commencing physical construction, to provide provisions relating to when one or more member districts fail to approve the tax levy, to provide for subsequent elections for certain member districts and to provide for the administration and accounting of moneys.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0253/,
H0254,,H Transp,03/20; Reported Printed and Referred to Transportation & Defense,,,,,,"MOTOR VEHICLES - FEES - Amends existing law relating to motor vehicles to revise and provide for various fees relating to vehicles including certain registration fees and operating fees; and to provide for the Highway Maintenance, Preservation and Restoration Fund.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0254/,
H0255,,LAW,"Reported Signed by Governor on April 14, 2009; Session Law Chapter 165; Effective: 04/14/09",2009-03-24,2009-04-07,,"['Representative Eskridge', 'Senator Brackett']",Signed,"APPROPRIATIONS - OFFICE OF ENERGY RESOURCES - Transfers $1.2 million to the Renewable Energy Resources Fund and $920,028.30 into the General Fund for fiscal year 2009.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0255/,
H0256,Amended,LAW,"Reported Signed by Governor on May 5, 2009; Session Law Chapter 284; Effective: 05/05/09 Section 2;; 07/01/09 All other sections",2009-04-28,2009-04-21,,"['Representative Nonini', 'Senator Goedde']",Signed,PUBLIC SCHOOLS - Amends existing law relating to public schools to revise provisions relating to the Transportation Support Program.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0256/,
H0257,,H FAILED,03/27; Read Third Time in Full - FAILED - 26-41-3,2009-03-27,,,,,CIGARETTES - TOBACCO - TAXES - Amends existing law relating to cigarette and tobacco products taxes to revise the distribution of certain moneys collected.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0257/,
