bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0013,,LAW,"Reported Signed by Governor on February 18, 2009; Session Law Chapter 6; Effective: 07/01/2009",2009-02-02,2009-02-11,,"['Representative Palmer', 'Senator Kelly']",Signed,PERSONNEL GROUP INSURANCE - Repeals existing law relating to the position of Personnel Group Insurance Administrator and to existing group policies and contracts.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0013/,
H0014,Amended,LAW,"Reported Signed by Governor on April 9, 2009; Session Law Chapter 148; Effective: 07/01/2009",2009-04-03,2009-03-27,,"['Representative Simpson', 'Senator Kelly']",Signed,DEPARTMENT OF ADMINISTRATION - GROUP INSURANCE - Amends existing law relating to the Department of Administration and group insurance to revise provisions relating to certain services provided.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0014/,
H0015,,LAW,"Reported Signed by Governor on February 18, 2009; Session Law Chapter 5; Effective: 07/01/2009",2009-02-02,2009-02-11,,"['Representative Higgins', 'Senator Stegner']",Signed,REAL PROPERTY - Repeals existing law relating to the inventory of real property owned or leased by the state of Idaho in Boise.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0015/,
H0016,,H Res/Con,01/23; Reported Printed and Referred to Resources & Conservation,,,,,,CONTROLLED HUNTS - Amends existing law relating to controlled hunts to provide a limitation on the number of tags and permits to be issued to nonresidents in certain controlled hunts.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0016/,
H0017,,H W/M,01/23; Reported Printed and Referred to Ways & Means,,,,,,"LOCAL OPTION TAXES - Adds to existing law relating to local option taxation provide authority for a taxing district nonproperty non-income tax; to provide for a taxing district tax receipts fund, to provide general provisions for the tax, to provide for collection and administration of local option taxes by the State Tax Commission, to provide for distribution of moneys, and to provide for change of a taxing district’s boundaries.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0017/,
H0018,,LAW,"Reported Signed by Governor on March 3, 2009; Session Law Chapter 22; Effective: 03/03/09;; ;  09/02/09 Sunset Clause",2009-02-10,2009-02-20,,"['Representative Gibbs', 'Senator Winder']",Signed,BOARD OF EDUCATION - EMPLOYEE SICK LEAVE - Adds to existing law relating to the Board of Education and employee sick leave to provide that employees of Boise State University who have accrued sick leave and who are transferred or otherwise become eligible employees of the College of Western Idaho shall be credited with the amount of such sick leave at the time of transfer.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0018/,
H0019,,S Educ,"Introduced, read first time; referred to: Education",2009-02-10,,,"['Representative Thompson', 'Representative Durst']",,"BOARD OF EDUCATION - REAL AND PERSONAL PROPERTY - Amends existing law relating to the State Board of Education to provide for authority of the state board to transfer or convey title, rights and interests in certain real and personal property.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0019/,
H0020,,LAW,"Reported Signed by Governor on February 26, 2009; Session Law Chapter 19; Effective: 07/01/2009",2009-02-05,2009-02-16,,"['Representative Kren', 'Senator Stennettm']",Signed,ENDOWMENT FUND INVESTMENT BOARD - Amends existing law relating to the Endowment Fund Investment Board to revise a provision relating to the compensation of board members.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0020/,
H0021,,H W/M,01/26; Reported Printed and Referred to Ways & Means,,,,,,SALES TAX  - EXEMPTIONS - Repeals existing law relating to all exemptions to the sales and use tax.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0021/,
H0022,,LAW,"Reported Signed by Governor on February 26, 2009; Session Law Chapter 15; Effective: 07/01/2009",2009-02-05,2009-02-17,,"['Representative Mathews', 'Senator Fulcher']",Signed,VETERANS HOMES - Amends existing law relating to state veterans homes to remove administrators in charge of state veterans homes from the Department of Health and Welfare Director’s powers and duties.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0022/,
H0023,,S Fin,"Introduced, read first time; referred to: Finance",2009-02-05,,,['Representative Anderson'],,"RACING COMMISSION - Amends and adds to existing law relating to the Idaho State Racing Commission to provide for commission funds; to revise provisions relating to the Simulcast Purse Moneys Fund; to provide that certain monetary penalties shall be deposited into the Racing Commission Fund, to provide for the exclusion of certain persons from any Racing Commission association and simulcast operator’s grounds; and to revise provisions relating to advance deposit wagering.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0023/,
H0024,,LAW,"Reported Signed by Governor on April 23, 2009; Session Law Chapter 213; Effective: 07/01/2009",2009-03-20,2009-04-15,,"['Representative Hagedorn', 'Senator Hammond']",Signed,LICENSE PLATES - Adds to and amends existing law relating to special motor vehicle license plates to provide for Gold Star license plates; to provide for crediting certain moneys to the Veterans Support Fund; and to revise the use of fund moneys.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0024/,
H0025,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,,,,"PREKINDERGARTEN COUNSELING - KINDERGARTEN MASTERY - Adds to existing law relating to education to provide for prekindergarten counseling, to provide for kindergarten mastery, to state legislative intent and to provide for state board authority.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0025/,
H0026,,H W/M,01/28; Reported Printed and Referred to Ways & Means,,,,,,ELECTIONS - ABSENTEE VOTERS - Amends existing law relating to elections to provide for application by electors for status as permanent absentee voters.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0026/,
H0027,,H W/M,01/28; Reported Printed and Referred to Ways & Means,,,,,,"LEGISLATURE ELECTION PUBLIC FINANCE FUND - Adds to and amends existing law relating to Legislature election public financing to provide for public financing of Legislature primary elections, to provide for public financing of Legislature general elections, to provide for limitation on qualified elector signatures, to provide for the Legislature Election Public Finance Fund, to provide for rulemaking authority; and to provide for an income tax designation by individuals for the Legislature Election Public Finance Fund.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0027/,
H0028,,LAW,"Reported Signed by Governor on March 3, 2009; Session Law Chapter 23; Effective: 07/01/2009",2009-02-09,2009-02-20,,"['Representative Smith', 'Senator McKenzie']",Signed,LIQUOR DISPENSARY - Amends existing law relating to the State Liquor Dispensary to revise terminology.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0028/,
H0029,,H Rev/Tax,01/28; Reported Printed and Referred to Revenue & Taxation,,,,,,TAXATION - PERSONAL PROPERTY - Amends existing law to revise the fiscal year that is used to calculate when the property exemption for personal property takes effect and to provide additional procedures for application for the exemption and recovery of the exemption that was improperly claimed or approved.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0029/,
H0030,,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",2009-02-12,,,['Representative Kren'],,"PROPERTY TAXES - NOTICES - Amends existing law to require that the percentage change from the prior year’s property taxes, and the acreage of the property are included in the property tax notice.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0030/,
H0031,Amended,LAW,"Reported Signed by Governor on March 23, 2009; Session Law Chapter 36; Effective: 07/01/2009",2009-03-16,2009-03-09,,"['Representative Hagedorn', 'Senator Brackett']",Signed,FORESTRY ACT - Amends existing law relating to the Idaho Forestry Act to revise certain costs relating to the protection against wildfires; to provide for the Wildfire Equipment Replacement Fund; and to provide that the Department of Lands shall determine certain reimbursement rates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0031/,
H0032,Amended,LAW,"Reported Signed by Governor on April 3, 2009; Session Law Chapter 93; Effective: 07/01/2009",2009-03-02,2009-03-27,,"['Representative Anderson', 'Senator Pearce']",Signed,"ATHLETIC COMMISSION - Amends existing law relating to the State Athletic Commission to revise definitions, to define a term and to remove definitions; to revise the commission’s power relating to the revocation of sanctioning permits for certain contests and exhibitions; to revise provisions relating to the commission’s duties and powers; to revise requirements for eligibility to compete in boxing contests or exhibitions; to revise provisions relating to bonds and other types of financial security and medical insurance; to revise provisions relating to issuing licenses or sanctioning permits; to remove a provision relating to participant changes for certain exhibitions and to revise provisions relating to the tax on gross receipts; to revise requirements relating to boxing rounds and bouts; and to revise provisions relating to physicians attendance and examinations of combatants.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0032/,
H0033,,S Agric Aff,02/25; Recommitted to Agricultural Affairs,2009-02-03,,,['Representative Killen'],,DEPARTMENT OF AGRICULTURE - RAINFALL - Repeals existing law relating to the Department of Agriculture and the artificial production of rainfall.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0033/,
H0034,Amended,LAW,"Reported Signed by Governor on March 23, 2009; Session Law Chapter 37; Effective: 07/01/2009",2009-03-16,2009-03-09,,"['Representative Andrus', 'Senator Heinrich']",Signed,COMMODITY DEALERS - Amends existing law relating to commodity dealers to revise license provisions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0034/,
H0035,,LAW,"Reported Signed by Governor on March 17, 2009; Session Law Chapter 32; Effective: 07/01/2009",2009-02-05,2009-03-09,,"['Representative Patrick', 'Senator Malepeai']",Signed,DEPARTMENT OF AGRICULTURE - DIRECTOR - Amends existing law relating to the duties of the Director of the Department of Agriculture; to provide for the support of a market news service and to delete reference to maintenance of a market news service.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0035/,
H0036,,LAW,"Reported Signed by Governor on March 23, 2009; Session Law Chapter 38; Effective: 07/01/2009",2009-02-05,2009-03-16,,"['Representative Pence', 'Senator Bock']",Signed,PURE SEED LAW - Amends existing law relating to the Pure Seed Law to revise provisions relating to the State Seed Advisory Board; and to revise provisions relating to seed arbitration and the Seed Arbitration Council.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0036/,
H0037,,LAW,"Reported Signed by Governor on March 23, 2009; Session Law Chapter 39; Effective: 07/01/2009",2009-02-09,2009-03-16,,"['Representative Stevenson', 'Senator Smyser']",Signed,DEPARTMENT OF AGRICULTURE - Amends existing law relating to bonded warehouses and the Commodity Indemnity Fund to provide that the fund shall not be liable for claims that result from losses due to uninsurable physical perils; and to provide that the fund shall not be liable for unpaid amounts for certain claims.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0037/,
H0038,,LAW,"Reported Signed by Governor on April 3, 2009; Session Law Chapter 94; Effective: 07/01/2009",2009-03-02,2009-03-27,,"['Representative Chew', 'Senator Broadsword']",Signed,PODIATRISTS - Amends existing law relating to podiatrists to increase the annual renewal license fee.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0038/,
H0039,,H St Aff,01/30; Reported Printed and Referred to State Affairs,,,,,,DEPARTMENT OF ADMINISTRATION - GROUP INSURANCE - Amends existing law relating to the Department of Administration and group insurance to revise provisions relating to the use of employee unused sick leave to pay certain insurance premiums; to revise the powers and duties of the Director of the Department of Administration regarding group insurance; and to revise provisions relating to group insurance coverage for certain retirees.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0039/,
H0040,,LAW,"Reported Signed by Governor on March 25, 2009; Session Law Chapter 54; Effective: 07/01/2009",2009-02-18,2009-03-18,,"['Representative Jarvis', 'Senator Cameron']",Signed,"LIFE AND HEALTH INSURANCE GUARANTY ASSOCIATION ACT - Amends existing law relating to the Idaho Life and Health Insurance Guaranty Association Act; to provide that the Idaho Life and Health Insurance Guaranty Association Act applies to structured settlement annuities, to provide that the Idaho Life and Health Insurance Guaranty Association Act does not apply to certain policies or contracts and shall not provide coverage to certain persons who receive coverage by an association of another state; to revise provisions relating to the duties and liability of the association; and to revise provisions relating to prohibited advertisement in the sale of insurance and to specify that certain written material is not prohibited.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0040/,
H0041,,LAW,"Reported Signed by Governor on April 1, 2009; Session Law Chapter 66; Effective: 07/01/2009",2009-03-02,2009-03-24,,"['Representative Thompson', 'Senator Smyser']",Signed,"INDIVIDUAL ACCIDENT AND HEALTH INSURANCE POLICIES - Amends and repeals existing law relating to the individual accident and health insurance policies to include group supplemental disability insurance policies within the purpose of the chapter; to revise definitions; to provide for standards for policy provisions for group supplemental policies of disability insurance; to provide for group supplemental policy minimum standards for benefits; to provide an outline of coverage for group supplemental disability insurance policies, to provide limitations when specified policies shall be offered, continued or renewed, to revise the statement included in outline of coverage; and to remove provisions relating to preexisting conditions.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0041/,
H0042,,H Bus,03/02; U.C. to be returned to Business Committee,,,,,,DEPARTMENT OF INSURANCE - Amends existing law relating to the Department of Insurance to provide certain authority to assist and participate with law enforcement agencies.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0042/,
H0043,,LAW,"Reported Signed by Governor on April 14, 2009; Session Law Chapter 162; Effective: 07/01/2009",2009-03-09,2009-04-01,,"['Representative Thayn', 'Senator Heinrich']",Signed,LICENSE PLATES - Amends existing law relating to the Department of Commerce to revise the name of a council; to provide for Innovation motor vehicle specialty license plates; and to provide for distribution of revenue from the sale of such plates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0043/,
H0044,,LAW,"Reported Signed by Governor on April 3, 2009; Session Law Chapter 95; Effective: 07/01/2009",2009-03-02,2009-03-27,,"['Representative Gibbs', 'Senator Broadsword']",Signed,PHYSICAL THERAPY - Amends existing law relating to the practice of physical therapy to revise the compensation of board members; and to revise provisions relating to licensing requirements for foreign-educated physical therapists.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0044/,
H0045,,LAW,"Reported Signed by Governor on March 17, 2009; Session Law Chapter 33; Effective: 07/01/2009",2009-02-18,2009-03-09,,"['Representative Boyle', 'Senator Bock']",Signed,"PSYCHOLOGISTS - Amends and repeals existing law relating to psychologists to revise provisions relating to exemptions from licensure; to revise a provision relating to notice requirements for board meetings; to revise provisions relating to powers of the board; to revise provisions relating to qualifications for licensure and to increase the application fee cap; to revise provisions relating to the revocation, suspension, restriction and discipline of a license; to revise certain fees, to revise provisions relating to qualifications for licensure; to revise certain fees and to revise provisions relating to continuing education requirements for certain psychologists seeking licensure; and to increase the license renewal fee.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0045/,
H0046,Amended,LAW,"Reported Signed by Governor on April 9, 2009; Session Law Chapter 149; Effective: 07/01/2009",2009-03-16,2009-04-01,,"['Representative Nielsen', 'Senator Smyser']",Signed,SOCIAL WORK LICENSING ACT - Amends existing law relating to the Social Work Licensing Act to revise a definition; to increase the application fee cap and to increase the license renewal fee cap.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0046/,
H0047,,H Transp,02/03; Reported Printed and Referred to Transportation & Defense,,,,,,EMINENT DOMAIN - Amends existing law relating to eminent domain to revise provisions relating to the determination of fair market value of certain properties.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0047/,
H0048,,H Transp,02/03; Reported Printed and Referred to Transportation & Defense,,,,,,EMINENT DOMAIN - Amends existing law relating to eminent domain to provide for reasonable and necessary costs and attorney fees in certain proceedings.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0048/,
H0049,,H Rev/Tax,02/03; Reported Printed and Referred to Revenue & Taxation,,,,,,PERSONAL PROPERTY TAXATION - Amends existing law relating to the taxation of personal property to make technical changes to when the law is in effect; to correct  the reimbursement to urban renewal districts of exempt property; to correct a calculation  regarding the three percent cap; and requiring inclusion of exempt personal property for certain levy setting purposes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0049/,
H0050,,H Rev/Tax,02/03; Reported Printed and Referred to Revenue & Taxation,,,,,,PERSONAL PROPERTY TAX - Amends existing law relating to the taxation of personal property to revise language for the trigger mechanism and to allow operating property to receive the exemption under certain circumstances.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0050/,
H0051,,LAW,"Reported Signed by Governor on March 23, 2009; Session Law Chapter 40; Effective: 01/01/09",2009-02-19,2009-03-16,,"['Representative Hart', 'Senator Goedde']",Signed,"INCOME TAX - DEDUCTIONS - Amends existing law relating to income taxation to provide a state income tax deduction for donations of technological equipment to private elementary or private secondary schools and to define ""private elementary or private secondary school.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0051/,
H0052,,H St Aff,02/03; Reported Printed and Referred to State Affairs,,,,,,"PUBLIC UTILITIES COMMISSION - Amends existing law to provide that with the approval of the Public Utilities Commission, a public utility may establish reasonable nonrecurring charges for new customers to partially recover the costs of public utility capital investment in new facilities to serve new customer growth.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0052/,
H0053,,H Transp,03/18; U.C. to be returned to Transportation & Defense Committee,,,,,,HAZARDOUS SUBSTANCE EMERGENCY RESPONSE - Amends existing law relating to the Hazardous Substance Emergency Response Act to revise the Legislature’s findings and purposes; to revise definitions and to define a term; to revise provisions relating to the Military Division’s powers and duties; to revise provisions relating to reimbursement of certain costs; and to revise provisions relating to recoverable costs and civil remedies.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0053/,
H0054,,H Transp,02/04; Reported Printed and Referred to Transportation & Defense,,,,,,EMINENT DOMAIN - Amends existing law relating to eminent domain to revise provisions relating to lawful interest on compensation and damages in eminent domain cases.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0054/,
H0055,,LAW,"Reported Signed by Governor on April 1, 2009; Session Law Chapter 67; Effective: 07/01/2009",2009-03-04,2009-03-23,,"['Representative Chew', 'Senator Bock']",Signed,NURSING - Amends existing law relating to nursing to provide an alternative way to qualify for a practical and a professional nursing license.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0055/,
H0056,,H Com/HuRes,02/04; Reported Printed and Referred to Commerce & Human Resources,,,,,,"STATE EMPLOYEES - FURLOUGH - Amends existing law relating to the state personnel system to provide for a rule that any incumbent classified employee removed from his or her position because of budget constraints during fiscal years 2009, 2010 or 2011, shall be deemed to be on a furlough and shall be reinstated in the same or similar position if such a position becomes available during a certain time period, to provide for an exception and to define a term.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0056/,
H0057,,LAW,"Reported Signed by Governor on March 25, 2009; Session Law Chapter 55; Effective: 07/01/08 Sections 1 & 3;; 03/25/09 Section 2",2009-02-24,2009-03-18,,"['Representative Shirley', 'Senator Malepeai']",Signed,"IDAHO DIGITAL LEARNING ACADEMY - Amends existing law to provide that public school employment shall be defined to include the employees of the Idaho Digital Learning Academy, to revise the makeup of the Idaho Digital Learning Academy Board of Directors; and to revise statutory provisions regarding the Idaho Digital Learning Academy concerning sick leave and severance allowance at retirement.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0057/,
H0058,,H Educ,02/05; Reported Printed and Referred to Education,,,,,,COMPULSORY SCHOOL ATTENDANCE - Amends existing law relating to education and compulsory attendance to provide that the parent or guardian of any child resident in this state who has not attained the age of eighteen years shall cause such child to be instructed in subjects commonly and usually taught in the public schools of this state and to provide for exceptions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0058/,
H0059,,LAW,"Reported Signed by Governor on March 25, 2009; Session Law Chapter 56; Effective: 07/01/2009",2009-02-26,2009-03-18,,"['Representative McGeachin', 'Senator Mortimer']",Signed,CRIMES OF VIOLENCE - Amends existing law relating to compensation of victims of crimes to provide that a certain felony be included in the list of crimes of violence that qualify for a monetary fine.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0059/,
H0060,,LAW,"Law without signature - March 30, 2009",2009-02-26,2009-03-18,,"['Representative Killen', 'Senator Jorgenson']",Passed without signature,ELECTRONIC COMMUNICATION SERVICE - SUBPOENA - Amends existing law relating to witnesses in criminal proceedings to provide provisions relating to administrative subpoenas for certain records and information issued to a provider of electronic communication service or a provider of a remote computing service by the Prosecuting Attorney or Attorney General.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0060/,
H0061,,S Fin,03/09; Recommitted to Finance,2009-02-09,,,['Representative Bell'],,APPROPRIATIONS - OMNIBUS RESCISSION AND SUPPLEMENTAL - Declares legislative intent regarding General Fund revenues and expenditures; transfers dedicated funds into the General Fund; reduces General Fund appropriations for all agencies and institutions for fiscal year 2009; and increases appropriations from dedicated and federal funds to partially offset General Fund reductions for some agencies.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0061/,
H0062,,H St Aff,02/05; Reported Printed and Referred to State Affairs,,,,,,"LOBBYIST EXPENDITURES - Amends existing law relating to lobbyist expenditures to revise provisions relating to certain annual, semiannual and monthly periodic reports and to delete a requirement that a certain threshold be adjusted biennially.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0062/,
H0063,,H Rev/Tax,02/05; Reported Printed and Referred to Revenue & Taxation,,,,,,"FLOATING HOMES - Amends existing law relating to floating homes to revise the definition of ""floating home.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0063/,
H0064,Amended,LAW,"Reported Signed by Governor on March 17, 2009; Session Law Chapter 35; Effective: 01/01/08 Subsection (c) 63-3004;; 01/01/09 All other provisions",2009-03-09,2009-03-04,,"['Representative Collins', 'Senator Hill']",Signed,INCOME TAXATION - Amends existing law relating to the Internal Revenue Code to provide that the additional standard deduction for real property taxes for nonitemizers does apply.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2009/legislation/H0064/,
