bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0389,,H W/M,01/20; Reported Printed and Referred to Ways & Means,,,,,,STATE AMPHIBIAN - Adds to existing law to provide that the Idaho giant salamander is designated and declared to be the state amphibian of the state of Idaho.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0389/,
H0390,,LAW,"Reported Signed by Governor on February 26, 2010; Session Law Chapter 19; Effective: 07/01/2010",04/02/2010,19/02/2010,,"['Representative Bilbao', 'Senator McKenzie']",Signed,LIQUOR DIVISION - Amends existing law relating to the State Liquor Division to revise provisions relating to rules and regulations; to revise provisions relating to containers; and to revise provisions relating to the possession of liquor not subject to regulation by the division.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0390/,
H0391,Amended,LAW,"Reported Signed by Governor on March 17, 2010; Session Law Chapter 46; Effective: 07/01/2010",09/02/2010,09/03/2010,,"['Representative Clark', 'Representative Luker', 'Senator Pearce']",Signed,IDAHO HEALTH FREEDOM ACT - Amends and adds to existing law relating to health and safety to establish the Idaho Health Freedom Act; and to provide for enforcement and to revise the duties of the Attorney General.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0391/,
H0392,,H Jud,"01/21; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,ZONING - JUDICIAL REVIEW - Amends existing law to provide that decisions of a city council regarding the zoning of lands annexed pursuant to any category of annexation shall be subject to judicial review in accordance with the procedures in the Administrative Procedure Act; and to provide that a person having an interest in real property that may be adversely affected by a decision on a request by a property owner for establishment of or change in zoning or for conditional rezoning may seek judicial review as provided in the Administrative Procedure Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0392/,
H0393,,H St Aff,01/21; Reported Printed and Referred to State Affairs,,,,,,"DISTILLED SPIRITS - Adds to existing law relating to distilled spirits sample tasting to provide that manufacturers of distilled spirits may conduct sample tastings, to set forth requirements applicable to sample tasting events and to set forth additional requirements for manufacturers of distilled spirits when conducting a sample tasting.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0393/,
H0394,,H St Aff,01/21; Reported Printed and Referred to State Affairs,,,,,,"HISTORICAL SOCIETY - Adds to and amends existing law relating to vertebrate paleontological sites and resources to provide for a purpose, to provide for excavation permits, to provide for rules, prohibitions, authority and limitations, to provide for penalties; and to remove certain reference to vertebrate paleontological.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0394/,
H0395,,H Educ,01/22; Reported Printed and Referred to Education,,,,,,COUNCIL OF IDAHO COLLEGE AND UNIVERSITY PRESIDENTS - Amends and adds to existing law relating to education to provide for an ex officio member of the State Board of Education; and to provide for the Council of Idaho College and University Presidents.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0395/,
H0396,,H Rev/Tax,01/22; Reported Printed and Referred to Revenue & Taxation,,,,,,"TAXATION - Adds to existing law to create the Idaho Tax Review Commission, to provide for members and terms; and to provide that the Idaho Tax Review Commission shall review exemptions to the sales and use tax.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0396/,
H0397,,LAW,"Reported Signed by Governor on February 24, 2010; Session Law Chapter 16; Effective: 07/01/2010",29/01/2010,16/02/2010,,"['Representative Palmer', 'Senator Hammond']",Signed,DRIVER’S TRAINING INSTRUCTION PERMITS - Amends existing law relating to driver’s training instruction permits to revise provisions relating to proof of identity; to revise provisions relating to expiration of certain training instruction permits; and to revise requirements relating to certain supervised instruction permits.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0397/,
H0398,,LAW,"Reported Signed by Governor on April 8, 2010; Session Law Chapter 259; Effective: 07/01/2010",18/02/2010,24/03/2010,,"['Representative Smith', 'Senator McGee']",Signed,MOTOR VEHICLES - AIR CONDITIONING - Amends existing law relating to vehicle equipment to permit the use of certain refrigerants approved by the United States Environmental Protection Agency as an alternative motor vehicle air conditioning substitute for chlorofluorocarbon-12.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0398/,
H0399,,H Educ,01/22; Reported Printed and Referred to Education,,,,,,BRIBERY AND CORRUPTION - Amends existing law relating to bribery and corruption to revise exceptions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0399/,
H0400,Amended,LAW,"Reported Signed by Governor on March 29, 2010; Session Law Chapter 128; Effective: 07/01/2010",22/03/2010,15/03/2010,,"['Representative Shirley', 'Senator Goedde']",Signed,BOARD OF EDUCATION - Amends existing law relating to the State Board of Education to revise provisions relating to the delegation of certain powers and duties of the board and to provide provisions relating to statements of agency action.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0400/,
H0401,,H St Aff,01/25; Reported Printed and Referred to State Affairs,,,,,,SPECIAL INDEMNITY FUND - Amends existing law relating to the Idaho Special Indemnity Fund to clarify certain subrogation interests; to provide language to adjusting certain claims and settling certain disputed claims; and to provide a date to preclude claims against the Industrial Special Indemnity Fund.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0401/,
H0402,,H Jud,"01/25; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,"FIREARMS, EXPLOSIVES AND OTHER DEADLY WEAPONS - Adds to and amends  existing law relating to firearms, explosives and other deadly weapons to define ""hoax destructive device""; to provide for unlawful acts relating to a hoax destructive device and to provide a penalty; and to provide for the unlawful use of a hoax destructive device in the commission or attempted commission of a felony.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0402/,
H0403,,H St Aff,01/25; Reported Printed and Referred to State Affairs,,,,,,"DEPARTMENT OF ADMINISTRATION - STATE AGENCIES - SERVICE FEES - Adds to existing law relating to agencies and service fees to provide that public agencies may enter into certain agreements with private companies, to provide for the collection and remittance of certain fees, to provide for a reasonable additional fee, to provide for the approval of certain agreements and to provide for the approval of certain fees.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0403/,
H0404,,H St Aff,02/15; U.C. to be returned to State Affairs Committee,,,,,,ADMINISTRATION DEPARTMENT - Amends existing law relating to risk management to remove language establishing a risk management advisory committee and to remove language directing the director to consult with the advisory committee.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0404/,
H0405,Amended,S St Aff,"Introduced, read first time; referred to: State Affairs",04/03/2010,,,['Representative Luker'],,"DEPARTMENT OF ADMINISTRATION - Amends existing law relating to the Department of Administration to remove a provision to meet certain minimum requirements relating to inventory, to remove a provision that the Department of Administration develop and distribute to agencies certain requirements for inventory systems and to remove a provision relating to an inflation factor.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0405/,
H0406,,LAW,"Reported Signed by Governor on February 11, 2010; Session Law Chapter 2; Effective: 02/11/10",27/01/2010,05/02/2010,,"['Representative Henderson', 'Senator Broadsword']",Signed,"APPROPRIATIONS - PUBLIC UTILITIES COMMISSION - Appropriates an additional $232,700 to the Public Utilities Commission for fiscal year 2010 to be used for additional assistance for electricity regulators.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0406/,
H0407,Amended,LAW,"Reported Signed by Governor on March 31, 2010; Session Law Chapter 155; Effective: 07/01/2010",18/03/2010,25/03/2010,,"['Representative Eskridge', 'Senator Siddoway']",Signed,DEPARTMENT OF LANDS - Amends existing law relating to navigational encroachments to revise provisions relating to fees for specified permits.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0407/,
H0408,,LAW,"Reported Signed by Governor on March 18, 2010; Session Law Chapter 61; Effective: 07/01/2010",16/02/2010,11/03/2010,,"['Representative King', 'Senator Brackett']",Signed,ENDOWMENT TRUST LANDS - Amends existing law relating to state endowment trust lands to revise provisions relating to the lease of state endowment trust lands including term of lease provisions and to provide that certain types of leases shall not be considered leases for commercial purposes as it relates to specified law.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0408/,
H0409,,LAW,"Reported Signed by Governor on March 18, 2010; Session Law Chapter 67; Effective: 07/01/2010",16/02/2010,10/03/2010,,"['Representative Harwood', 'Senator Coiner']",Signed,GEOLOGICAL SURVEY - Amends existing law relating to the Idaho Geological Survey to provide that designated representatives of the State Board of Land Commissioners may serve as members of the advisory board for the Idaho Geological Survey.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0409/,
H0410,,LAW,"Reported Signed by Governor on March 18, 2010; Session Law Chapter 66; Effective: 07/01/2010",16/02/2010,10/03/2010,,"['Representative Raybould', 'Senator Werk']",Signed,FOREST PROTECTIVE ASSOCIATIONS - Amends existing law relating to forest protective associations to revise provisions relating to requirements for budget submissions to the State Board of Land Commissioners.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0410/,
H0411,,LAW,"Reported Signed by Governor on March 18, 2010; Session Law Chapter 60; Effective: 07/01/2010",16/02/2010,11/03/2010,,"['Representative Sayler', 'Senator Coiner']",Signed,TIMBER STABILIZATION ACT - Repeals existing law relating to the Timber Supply Stabilization Act of 1989.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0411/,
H0412,,LAW,"Reported Signed by Governor on February 26, 2010; Session Law Chapter 20; Effective: 07/01/2010",05/02/2010,18/02/2010,,"['Representative Simpson', 'Senator Stegner']",Signed,"ADMINISTRATIVE RULES - Amends existing law relating to administrative rules to provide for electronic publication of the Idaho Administrative Code; to provide for electronic copies of the Administrative Code, to revise language relating to the format, costs, and distribution of such code, to revise language relating to certain fees; and to revise language relating to an exemption from certain requirements of Idaho Code.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0412/,
H0413,,LAW,"Reported Signed by Governor on February 26, 2010; Session Law Chapter 21; Effective: 07/01/2010",05/02/2010,18/02/2010,,"['Representative Mathews', 'Senator Stegner']",Signed,ADMINISTRATIVE RULES - Amends existing law relating to administrative rules to provide for the electronic publication of the administrative bulletin and to provide that all documents published electronically in the bulletin shall be the official text.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0413/,
H0414,,LAW,"Reported Signed by Governor on March 15, 2010; Session Law Chapter 45; Effective: 07/01/2010",11/02/2010,08/03/2010,,"['Representative Labrador', 'Senator McKenzie']",Signed,ADMINISTRATIVE RULES - Amends existing law relating to administrative rules to revise provisions relating to public notice requirements for proposed rulemaking and to remove language relating to certain negotiated rates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0414/,
H0415,,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 92; Effective: 07/01/2010",18/02/2010,16/03/2010,,"['Representative Wood', 'Senator Brackett']",Signed,FISH AND GAME - Amends existing law relating to fish and game to revise permit provisions relating to steelhead trout and anadromous salmon.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0415/,
H0416,,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 93; Effective: 07/01/2010",19/02/2010,16/03/2010,,"['Representative Wood', 'Senator Siddoway']",Signed,FISH AND GAME - Amends existing law relating to fish and game to provide that it shall be unlawful to waste edible portions of any game animal and to provide exceptions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0416/,
H0417,,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 94; Effective: 07/01/2010",19/02/2010,16/03/2010,,"['Representative Wood', 'Senator Bair']",Signed,FISH AND GAME - Amends existing law relating to fish and game to provide for three day small game hunting licenses.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0417/,
H0418,,LAW,"Reported Signed by Governor on February 16, 2010; Session Law Chapter 4; Effective: 07/01/09",29/01/2010,09/02/2010,,"['Representative Bolz', 'Senator Hammond']",Signed,"APPROPRIATIONS - Providing for the fiscal year 2010 transfer of $1,830,000 from the Permanent Building Fund to the Accounting Services Fund/Facilities Services for elected officials’ rent and providing reappropriation of $59,000 from the Permanent Building Fund for Public Works for Capitol restoration and renovation.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0418/,
H0419,,H Jud,"01/27; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,ASSAULT AND BATTERY - Amends existing law relating to assault and battery to revise provisions relating to assault or battery upon certain personnel.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0419/,
H0420,,H Jud,"01/27; Reported Printed and Referred to Judiciary, Rules, & Administration",,,,,,GRAFFITI - Amends existing law to provide felony penalties for certain actions of injury by graffiti.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0420/,
H0421,,LAW,"Reported Signed by Governor on March 4, 2010; Session Law Chapter 29; Effective: 05/31/09 for all cases pending and filed as of 06/01/09",08/02/2010,24/02/2010,,"['Representative Burgoyne', 'Senator Bock']",Signed,"ATTORNEY’S FEES - Amends existing law to clarify when attorney’s fees, witness fees and expenses may be awarded in certain instances.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0421/,
H0422,,LAW,"Reported Signed by Governor on March 4, 2010; Session Law Chapter 30; Effective: 07/01/2010",08/02/2010,25/02/2010,,"['Representative Burgoyne', 'Senator Kelly']",Signed,GAMING - Repeals existing law relating to officers enforcing the laws against gaming.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0422/,
H0423,,S Jud,"Introduced, read first time; referred to: Judiciary & Rules",04/02/2010,,,['Representative Hart'],,MOTOR VEHICLES - Amends existing law relating to motor vehicles to revise provisions relating to the suspension of a driver’s license upon failure of evidentiary testing in the state of Idaho.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0423/,
H0424,,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 95; Effective: 07/01/2010",04/03/2010,17/03/2010,,"['Representative Thompson', 'Senator Coiner']",Signed,INSURANCE CONTRACT - Repeals existing law relating to a life insurance policy as separate property of a married woman.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0424/,
H0425,,LAW,"Reported Signed by Governor on April 8, 2010; Session Law Chapter 256; Effective: 07/01/2010",01/03/2010,24/03/2010,,"['Representative Jarvis', 'Senator Heinrich']",Signed,LAND DESCRIPTION - COORDINATE SYSTEM - Amends and repeals existing law to revise the coordinate system of land description.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0425/,
H0426,,LAW,"Reported Signed by Governor on March 31, 2010; Session Law Chapter 156; Effective: 07/01/2010",09/03/2010,25/03/2010,,"['Representative Thompson', 'Senator McKenzie']",Signed,MORTICIANS - Amends existing law relating to the State Board of Morticians to revise board member compensation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0426/,
H0427,,H Bus,01/27; Reported Printed and Referred to Business,,,,,,"BOARD OF ENGINEERS AND LAND SURVEYORS - Amends existing law relating to engineers and surveyors to remove provisions requiring an applicant for certification as an engineer intern or land surveyor intern to provide certain references and to remove provisions relating to fees for licensure by examination; to revise requirements relating to written examinations; to revise renewal requirements and expiration days for certificates of authorization issued to business entities; and to provide for the duty of responsible charge of a project when a licensee is not available to seal, sign and date final documents.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0427/,
H0428,,LAW,"Reported Signed by Governor on March 31, 2010; Session Law Chapter 157; Effective: 07/01/2010",09/03/2010,23/03/2010,,"['Representative Thompson', 'Senator Coiner']",Signed,DRINKING WATER AND WASTEWATER PROFESSIONALS BOARD - Amends existing law relating to the State Board of Drinking Water and Wastewater Professionals to revise board member compensation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0428/,
H0429,,LAW,"Reported Signed by Governor on March 31, 2010; Session Law Chapter 158; Effective: 07/01/2010",09/03/2010,23/03/2010,,"['Representative Thompson', 'Senator Smyser']",Signed,LIQUEFIED PETROLEUM GAS SAFETY BOARD - Amends existing law relating to the Liquefied Petroleum Gas Safety Board to revise board member compensation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0429/,
H0430,,LAW,"Reported Signed by Governor on March 4, 2010; Session Law Chapter 31; Effective: 02/01/10",11/02/2010,25/02/2010,,"['Representative Thompson', 'Senator Cameron']",Signed,INSURANCE ADMINISTRATORS - Repeals and adds to existing law relating to insurance administrators.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0430/,
H0431,,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 96; Effective: 07/01/2010",04/03/2010,17/03/2010,,"['Representative Cronin', 'Senator Cameron']",Signed,"DEPARTMENT OF INSURANCE - Amends existing law relating to insurance records to clarify that title agents may be examined on certain issues, to provide that the director prepare an examination report, to provide that title agent examination reports and any response designated as public by the title agent are nonexempt public records; and to provide that certain annual and quarterly reports are public records available to the public.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0431/,
H0432,,LAW,"Reported Signed by Governor on March 4, 2010; Session Law Chapter 32; Effective: 02/01/10;; 07/01/13 Sunset Clause",08/02/2010,25/02/2010,,"['Representative Collins', 'Senator Cameron']",Signed,"IMMUNIZATION ASSESSMENTS - Adds to existing law relating to immunization assessments to provide for the Idaho Immunization Assessment Board, to provide for a plan of operation, to provide for powers and liability of the board, to provide for assessments, to provide for the Idaho Immunization Dedicated Vaccine Fund, and to provide rulemaking authority.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0432/,
H0433,Amended,LAW,"Reported Signed by Governor on March 31, 2010; Session Law Chapter 162; Effective: 03/31/10",11/03/2010,25/03/2010,,"['Representative King', 'Senator Kelly']",Signed,ELECTIONS - Amends existing law  to revise requirements for declaration of intent for write-in candidates.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0433/,
H0434,,H St Aff,01/27; Reported Printed and Referred to State Affairs,,,,,,EDUCATION - VETERANS - Adds to existing law to provide provisions relating to resident tuition for veterans of the Armed Forces of the United States and for families of members of the Armed Forces.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0434/,
H0435,,S Loc Gov,"Introduced, read first time; referred to: Local Government & Taxation",08/02/2010,,,['Representative Durst'],,"SALES AND USE TAX - Amends existing law relating to tax exemptions to provide that donations to, sales to and purchases by federally tax exempt homeless shelters and that provide temporary shelter or food to the economically disadvantaged are exempted from the sales and use tax for a time certain.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0435/,
H0436,,H Rev/Tax,01/27; Reported Printed and Referred to Revenue & Taxation,,,,,,INCOME TAX - TAX COMMISSION - Amends existing law relating to the state income tax to delete references to estimated payments and to provide a statute of limitations when the State Tax Commission has made an assessment.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0436/,
H0437,,LAW,"Reported Signed by Governor on February 26, 2010; Session Law Chapter 22; Effective: 02/26/10 Sections 2 & 3;; 07/01/10 Section 1",03/02/2010,18/02/2010,,"['Representative Black', 'Senator McKenzie']",Signed,CAMPAIGN FINANCE REPORTS - Amends existing law to allow the filing of lobbyist and campaign finance reports with the Secretary of State by electronic means.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0437/,
H0438,,LAW,"Reported Signed by Governor on April 8, 2010; Session Law Chapter 260; Effective: 07/01/2010",05/02/2010,24/03/2010,,"['Representative Hagedorn', 'Senator McGee']",Signed,HAZARDOUS MATERIALS/HAZARDOUS WASTE TRANSPORTATION ENFORCEMENT - Amends existing law relating to hazardous materials/hazardous waste transportation enforcement to revise endorsement requirements for transporters of hazardous materials and to increase the annual fee for the vehicle registration endorsement for the transportation of hazardous materials.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0438/,
H0439,,LAW,"Reported Signed by Governor on February 16, 2010; Session Law Chapter 7; Effective: 02/16/10",03/02/2010,10/02/2010,,"['Representative Jaquet', 'Senator Bilyeu']",Signed,"APPROPRIATIONS - Appropriates additional one-time spending authority of $50,000 for the Board of Dentistry in the medical boards under the Department of Self-Governing Agencies.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0439/,
H0440,,LAW,"Reported Signed by Governor on February 16, 2010; Session Law Chapter 6; Effective: 02/16/10",03/02/2010,10/02/2010,,"['Representative Bolz', 'Senator Keough']",Signed,"APPROPRIATIONS - Appropriates additional federal spending authority of $786,000 for the Department of Labor.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0440/,
H0441,,LAW,"Reported Signed by Governor on February 23, 2010; Session Law Chapter 12; Effective: 02/23/10",03/02/2010,15/02/2010,,"['Representative Bolz', 'Senator Mortimer']",Signed,"APPROPRIATIONS - Appropriates additional federal spending authority of $2,500,000 for the Division of Vocational Rehabilitation.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0441/,
H0442,,H St Aff,01/29; Reported Printed and Referred to State Affairs,,,,,,PRESIDENTIAL ELECTION - Amends and adds to existing law relating to the Agreement Among the States to Elect the President by National Popular Vote.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0442/,
H0443,,LAW,"Reported Signed by Governor on March 4, 2010; Session Law Chapter 33; Effective: 07/01/2010",05/02/2010,24/02/2010,,"['Representative Jaquet', 'Senator Jorgenson']",Signed,CRIMINAL HISTORY RECORDS - Amends existing law relating to criminal history records and crime information to revise provisions relating to fingerprinting and identification.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0443/,
H0444,Amended,LAW,"Reported Signed by Governor on March 25, 2010; Session Law Chapter 97; Effective: 07/01/2010",11/02/2010,16/03/2010,,"['Representative Luker', 'Senator Jorgenson']",Signed,"FIREARMS, EXPLOSIVES AND DEADLY WEAPONS - Amends existing law relating to firearms, explosives and other deadly weapons to revise application requirements for a license to carry concealed weapons.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2010/legislation/H0444/,
