bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0011,Amended,LAW,"Reported Signed by Governor on April 4, 2017; Session Law Chapter 230; Effective: 07/01/2017",2017-03-24,2017-03-16,,"['Representative Blanksma', 'Senator Martin']",Signed,OPTOMETRISTS - Amends existing law to revise provisions regarding licenses.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0011/,
H0012,Amended,H Held at Desk,Filed in Office of the Chief Clerk,2017-01-26,2017-02-21,,"['Representative Armstrong', 'Senator Davis']",,ELECTIONS - Amends existing law to provide that a candidate for the state Legislature shall have been a registered elector within the legislative district for one year preceding the election.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0012/,
H0013,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 21; Effective: 07/01/2017",2017-01-26,2017-02-08,,"['Representative Manwaring', 'Senator Siddoway']",Signed,ELECTIONS - Amends existing law to remove the official date of a political party change by an elected official.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0013/,
H0014,,H Jud,"01/19; Reported Printed and Referred to Judiciary, Rules & Administration",,,,,,ALCOHOLIC BEVERAGES - Amends existing law to provide certain requirements for when certain liquor licenses are in actual use.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0014/,
H0015,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 27; Effective: 07/01/2017",2017-02-02,2017-02-14,,"['Representative Youngblood', 'Senator Nye']",Signed,URBAN RENEWAL - Amends existing law to provide a correct code reference.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0015/,
H0016,,LAW,"Reported Signed by Governor on February 6, 2017; Session Law Chapter 1; Effective: 02/06/2017",2017-01-24,2017-01-30,,"['Representative Burtenshaw', 'Senator Bair']",Signed,"APPROPRIATIONS - DEFICIENCY WARRANTS - Appropriates and transfers $342,600 from the General Fund to the Pest Control Deficiency Fund for fiscal year 2017.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0016/,
H0017,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 28; Effective: 07/01/2017",2017-02-02,2017-02-15,,"['Representative Holtzclaw', 'Senator Lakey']",Signed,MILITARY DIVISION - Amends existing law to provide that any contract with state matching funds in excess of a certain amount may not be let by the adjutant general until written approval is given by the State Board of Examiners.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0017/,
H0018,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 29; Effective: 07/01/2017",2017-02-02,2017-02-15,,"['Representative Kauffman', 'Senator Hagedorn']",Signed,MILITARY DIVISION - Amends existing law  to provide that the adjutant general of the Idaho National Guard is authorized to encourage recruitment and retention of national guardsmen by providing incentive payments for furtherance of their education.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0018/,
H0019,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 30; Effective: 07/01/2017",2017-02-02,2017-02-15,,"['Representative Syme', 'Senator Winder']",Signed,"ARMORIES AND MILITARY PROPERTY - Amends existing law to revise the definition of ""armory.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0019/,
H0020,,LAW,"Reported Signed by Governor on February 28, 2017; Session Law Chapter 43; Effective: 02/28/2017",2017-02-07,2017-02-17,,"['Representative Harris', 'Senator Den Hartog']",Signed,"VEHICLES - Amends existing law to provide for plug-in hybrid vehicle fees, to provide an exception regarding fees for electric vehicles, to revise fee provisions regarding certain hybrid vehicles; and to provide for the apportionment of fees.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0020/,
H0021,,H Jud,"01/20; Reported Printed and Referred to Judiciary, Rules & Administration",,,,,,PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law to provide that certain persons shall be designated as police officer members for retirement purposes and to provide that certain police officers and firefighters whose positions became classified may remain under a certain contribution.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0021/,
H0022,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 20; Effective: 07/01/2017",2017-01-26,2017-02-07,,"['Representative Kauffman', 'Senator Siddoway']",Signed,"INCOME TAXES - Amends, repeals and adds to existing law to move a provision for spousal tax relief to the collections portion of the tax code.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0022/,
H0023,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 19; Effective: 02/16/2017 and shall apply to protests received on or after 02/16/2017",2017-01-26,2017-02-08,,"['Representative Erpelding', 'Senator Burgoyne']",Signed,TAXES - Amends existing law to clarify a taxpayer’s rights following a perfected protest and to provide a date on which a notice of deficiency becomes final when the protest is not perfected.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0023/,
H0024,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 18; Effective: 02/16/2017 and shall apply to protests received on and after 07/01/2017",2017-01-26,2017-02-06,,"['Representative Gannon', 'Senator Nye']",Signed,TAXES - Amends existing law to establish the right of a taxpayer to an independent administrative redetermination and to provide restrictions on ex parte communications among State Tax Commission staff.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0024/,
H0025,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 17; Effective: 07/01/2017",2017-01-26,2017-02-06,,"['Representative Thompson', 'Senator Vick']",Signed,"TOBACCO PERMITS - Amends existing law regarding tobacco distributors to reflect current terminology by replacing the term ""registration certificate"" with ""permit.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0025/,
H0026,,LAW,"Reported Signed by Governor on February 13, 2017; Session Law Chapter 5; Effective: Retroactive to 01/01/2017",2017-01-26,2017-02-03,,"['Representative Trujillo', 'Senator Bayer']",Signed,TAXES - Amends existing law to update a reference to the Internal Revenue Code.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0026/,
H0027,,LAW,"Reported Signed by Governor on March 1, 2017; Session Law Chapter 52; Effective: 07/01/2017",2017-02-06,2017-02-22,['Senator Chuck Winder'],"['Representative Palmer', 'Senator Winder']",Signed,AIR FLIGHT - Amends existing law to provide an exemption to any poles or structures supporting electric lines carrying a voltage of sixty-nine kilovolts or more.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0027/,
H0028,,H FAILED,02/07; Read Third Time in Full - FAILED - 18-52-0,2017-02-07,,,,,STATE LOTTERY - Amends existing law to provide that the state lottery may employ an electronic display for reporting a winning or losing lottery outcome when the displayed lottery outcome is associated with a printed lottery ticket presented by a player.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0028/,
H0029,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 16; Effective: 07/01/2017",2017-01-30,2017-02-07,,"['Representative Gestrin', 'Senator Bayer']",Signed,TAXES - Amends existing law to remove obsolete language regarding past grocery tax credit increases and to establish the amount of the grocery tax credit.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0029/,
H0030,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 15; Effective: Retroactive to 01/01/2017",2017-01-30,2017-02-08,,"['Representative Trujillo', 'Senator Siddoway']",Signed,ELECTRIC UTILITIES - Amends existing law to specify a market discount rate in determining the valuation of operating property of rate-regulated electric utility companies for assessment purposes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0030/,
H0031,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 14; Effective: Retroactive to 01/01/2017",2017-01-30,2017-02-07,,"['Representative Chaney', 'Senator Vick']",Signed,PROPERTY TAX RELIEF - Amends existing law to exclude nontaxable Roth individual retirement account distributions from income calculation for the purposes of property tax relief eligibility.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0031/,
H0032,,LAW,"Reported Signed by Governor on March 1, 2017; Session Law Chapter 53; Effective: 07/01/2017",2017-01-30,2017-02-22,,"['Representative Nate', 'Senator Siddoway']",Signed,SALES TAX - Amends existing law to increase to 90 days the amount of time a tax-exempt motor vehicle purchased by a nonresident may be used in Idaho.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0032/,
H0033,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 31; Effective: 07/01/2017",2017-01-30,2017-02-15,,"['Representative Troy', 'Senator Lodge']",Signed,WINE DIRECT SHIPPER LICENSE - Amends existing law to provide that a wine direct shipper license may be suspended under certain conditions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0033/,
H0034,,H St Aff,01/24; Reported Printed and Referred to State Affairs,,,,,,DOG RACING - Amends existing law to provide an exception to applicability of prohibitions against dog racing for certain exhibition-style live dog races.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0034/,
H0035,,H Educ,01/24; Reported Printed and Referred to Education,,,,,,SCHOLARSHIPS - Adds to existing law to provide for the Adult Postsecondary Completion Scholarship.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0035/,
H0036,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 33; Effective: 07/01/2017",2017-02-06,2017-02-15,,"['Representative Clow', 'Senator Guthrie']",Signed,"EDUCATION - Repeals existing law relating to certain restrictions regarding fraternities, sororities, and secret societies.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0036/,
H0037,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 32; Effective: 07/01/2017",2017-02-06,2017-02-15,,"['Representative Boyle', 'Senator Crabtree']",Signed,SCHOOL PROPERTY - Repeals existing law to remove an obsolete provision of law allowing school property to be used as senior citizen centers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0037/,
H0038,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 64; Effective: 07/01/2017",2017-02-16,2017-03-13,,"['Representative Zollinger', 'Senator Anthon']",Signed,MENTAL HEALTH - Amends existing law to provide a code reference.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0038/,
H0039,,H Health/Wel,01/24; Reported Printed and Referred to Health & Welfare,,,,,,MEDICAID - Amends existing law to provide that the Department of Health and Welfare may enter agreements with providers to pay for Medicaid services based on value.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0039/,
H0040,,H Health/Wel,01/24; Reported Printed and Referred to Health & Welfare,,,,,,HOSPITALIZATION OF MENTALLY ILL - Amends existing law to revise provisions regarding notice of a patient’s release from an inpatient facility.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0040/,
H0041,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 65; Effective: 07/01/2017",2017-02-10,2017-03-10,,"['Representative Troy', 'Senator Burgoyne']",Signed,INDIVIDUALS WITH DISABILITIES - Adds to existing law to provide that accounts established under the federal Achieving a Better Life Experience Act shall be disregarded when determining an applicant’s eligibility for certain programs or grants and to provide for certain assistance subject to appropriation.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0041/,
H0042,,H Health/Wel,01/24; Reported Printed and Referred to Health & Welfare,,,,,,"BEHAVIORAL HEALTH SERVICES - Amends existing law to define terms, revise provisions regarding membership of the State Behavioral Health Planning Council, and revise provisions regarding the Regional Behavioral Health Board.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0042/,
H0043,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 66; Effective: 07/01/2017",2017-02-10,2017-03-13,,"['Representative Wood', 'Senator Jordan']",Signed,MEDICAL ASSISTANCE - Amends existing law to revise eligibility standards for medical assistance to include children with serious emotional disturbance.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0043/,
H0044,,H Health/Wel,01/24; Reported Printed and Referred to Health & Welfare,,,,,,SECURE TREATMENT FACILITY ACT - Adds to existing law to establish the Secure Treatment Facility Act regarding the admission of patients into a secure treatment facility.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0044/,
H0045,,H Health/Wel,02/06; U.C. to be returned to Health & Welfare Committee,,,,,,"DIETITIANS - Repeals, amends and adds to existing law to revise licensing and other provisions relating to the practice of dietetics.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0045/,
H0046,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 67; Effective: 07/01/2017 SECTION 1,  2, 4-9;; 07/01/2018 SECTION 3 & 10",2017-02-09,2017-03-13,,"['Representative Packer', 'Senator Ward-Engelking']",Signed,SIGN LANGUAGE INTERPRETERS - Amends and adds to existing law to provide for licensure of sign language interpreters.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0046/,
H0047,,LAW,"Reported Signed by Governor on February 13, 2017; Session Law Chapter 6; Effective: 02/13/2017",2017-01-30,2017-02-03,,"['Representative Miller', 'Senator Martin']",Signed,"APPROPRIATIONS - ENERGY RESOURCES OFFICE - Appropriates an additional $50,000 in personnel costs to the Office of Energy Resources for fiscal year 2017; and reduces the appropriation by $50,000 in operating expenditures for fiscal year 2017.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0047/,
H0048,,LAW,"Reported Signed by Governor on February 13, 2017; Session Law Chapter 7; Effective: 02/13/2017",2017-01-30,2017-02-03,,"['Representative King', 'Senator Ward-Engelking']",Signed,"APPROPRIATIONS - PUBLIC UTILITIES COMMISSION - Appropriates an additional $100,000 to the Public Utilities Commission for fiscal year 2017.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0048/,
H0049,,LAW,"Reported Signed by Governor on February 13, 2017; Session Law Chapter 8; Effective: 02/13/2017",2017-01-30,2017-02-03,,"['Representative Miller', 'Senator Martin']",Signed,"APPROPRIATIONS - DEFICIENCY WARRANTS - Appropriates and transfers $38,400 from the General Fund to the Hazardous Substance Emergency Response Fund for fiscal year 2017.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0049/,
H0050,,LAW,"Reported Signed by Governor on February 16, 2017; Session Law Chapter 13; Effective: 02/16/2017",2017-01-30,2017-02-06,,"['Representative Malek', 'Senator Nye']",Signed,"APPROPRIATIONS - IDAHO STATE HISTORICAL SOCIETY - Appropriates an additional $1,000,000 to the Idaho State Historical Society for fiscal year 2017; authorizes carryover of any unspent balances of those moneys into fiscal year 2018; and provides legislative intent.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0050/,
H0051,,LAW,"Reported Signed by Governor on March 24, 2017; Session Law Chapter 118; Effective: 07/01/2017",2017-02-06,2017-03-14,,"['Representative Erpelding', 'Senator Bayer']",Signed,"OUTFITTERS AND GUIDES - Amends existing law to revise the definition of the term ""license year.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0051/,
H0052,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 68; Effective: 07/01/2017",2017-02-06,2017-03-13,,"['Representative Boyle', 'Senator Heider']",Signed,"OIL AND GAS - Adds to existing law ratifying, approving, adopting and confirming the Interstate Compact to Conserve Oil and Gas.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0052/,
H0053,,LAW,"Reported Signed by Governor on March 24, 2017; Session Law Chapter 119; Effective: 07/01/2017",2017-02-06,2017-03-14,,"['Representative Giddings', 'Senator Johnson']",Signed,STATE AND SCHOOL LANDS - Amends existing law to authorize the State Board of Land Commissioners to lease state and school lands for oil and gas development for a term of up to ten years.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0053/,
H0054,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 34; Effective: 07/01/2017",2017-02-01,2017-02-15,,"['Representative Zito', 'Senator Siddoway']",Signed,BUSINESS ENTITIES - Amends existing law to remove and revise fees charged by the Secretary of State for business filings.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0054/,
H0055,,H St Aff,01/26; Reported Printed and Referred to State Affairs,,,,,,WINE - Amends existing law to revise certain wine license requirements associated with retail beer licenses.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0055/,
H0056,,H St Aff,01/26; Reported Printed and Referred to State Affairs,,,"['Representative Lynn Luker', 'Senator Steven Thayn']",,,"STATE LOTTERY - Amends existing law to provide that the State Lottery shall not disclose certain identifying information of prizewinners, to provide criteria for written authorization by a prizewinner to disclose identifying information, to provide an exception to certain state agencies and vendors; and to provide that certain identifying information and records of prizewinners shall be exempt from disclosure.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0056/,
H0057,,LAW,"Reported Signed by Governor on March 2, 2017; Session Law Chapter 54; Effective: 07/01/2017",2017-02-09,2017-02-21,,"['Representative Loertscher', 'Senator Siddoway']",Signed,"STATE LOTTERY - Amends existing law to revise the definition of ""major procurement.""",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0057/,
H0058,,LAW,"Reported Signed by Governor on February 22, 2017; Session Law Chapter 35; Effective: 07/01/2017",2017-02-06,2017-02-15,,"['Representative Kloc', 'Senator Den Hartog']",Signed,TEACHING CERTIFICATES - Repeals existing law relating to teaching certificates obtained during or prior to 1947.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0058/,
H0059,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,,,,PRESIDENTIAL ELECTION - Amends and adds to existing law regarding the Agreement Among the States to Elect the President by National Popular Vote.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0059/,
H0060,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,"['Representative Sue Chew', 'Representative Mathew Erpelding', 'Representative John Gannon', 'Representative Paulette Jordan', 'Representative Hy Kloc', 'Representative John Mc', 'Representative Sally Toone', 'Representative Melissa Wintrow', 'Senator Cherie Buckner', 'Senator Grant Burgoyne', 'Senator Maryanne Jordan', 'Senator Mark Nye', 'Senator Michelle Stennett', 'Senator Janie Ward']",,,"VOTER REGISTRATION - Amends existing law to provide for the Motor Voter Act, to provide for registration of eligible electors at driver licensing offices and to provide that the Division of Motor Vehicles shall forward registration applications to the office of the county clerk.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0060/,
H0061,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,,,,EMPLOYERS AND EMPLOYEES - Amends existing law to remove a rebuttable presumption regarding non-compete clauses and to remove a requirement regarding an adverse effect on an employer’s business interests.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0061/,
H0062,,H W/M,01/27; Reported Printed and Referred to Ways & Means,,,,,,YOUTH MENTAL HEALTH PROTECTION ACT - Adds to existing law to provide for violations and enforcement for certain persons who perform conversion therapy and to prohibit state funding for conversion therapy.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0062/,
H0063,,LAW,"Reported Signed by Governor on March 24, 2017; Session Law Chapter 120; Effective: 07/01/2017",2017-02-06,2017-03-14,,"['Representative Redman', 'Senator Martin']",Signed,EMPLOYMENT SECURITY LAW - Amends existing law to provide reference to the Federal Workforce Innovation and Opportunity Act.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0063/,
H0064,,LAW,"Reported Signed by Governor on March 24, 2017; Session Law Chapter 121; Effective: 07/01/2017",2017-02-13,2017-03-14,,"['Representative Gibbs', 'Senator Vick']",Signed,"OIL AND GAS - Amends existing law to revise provisions regarding applications for and permits to drill or treat a well, integration order options and the processing of certain applications for orders; to revise certain fee provisions; to provide that requests for orders may be appealed to the Oil and Gas Commission; and to revise provisions regarding hearings, written orders and the exhaustion of administrative remedies.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0064/,
H0065,,H St Aff,01/27; Reported Printed and Referred to State Affairs,,,,,,"STATE SOVEREIGNTY - Adds to existing law to provide a procedure for invalidating certain public laws, regulations or cases, to provide prohibition on enforcement, to provide penalties and to provide for a civil action.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0065/,
H0066,,H Rev/Tax,01/27; Reported Printed and Referred to Revenue & Taxation,,,,,,"VACATION RENTALS - Adds to existing law to provide limitations on regulation of vacation rentals and short-term rentals, to provide a statewide standard, to provide for a transaction tax, and to provide for privacy.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0066/,
H0067,Amended,VETOED,"Returned from Governor vetoed on April 11, 2017",2017-03-27,2017-03-22,,"['Representative Moyle', 'Senator Bayer']",Vetoed,"TAXATION - Amends, repeals and adds to existing law to provide a sales and use tax exemption for food sold for human consumption; and to revise a distribution",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0067/,
H0068,,H Rev/Tax,01/27; Reported Printed and Referred to Revenue & Taxation,,,,,,"PERSONAL PROPERTY TAX - Amends existing law to increase the maximum exemption from personal property tax from $100,000 to $250,000.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0068/,
H0069,,H W/M,01/30; Reported Printed and Referred to Ways & Means,,,"['Representative Sue Chew', 'Representative John Gannon', 'Representative Paulette Jordan', 'Representative Phylis King', 'Representative Hy Kloc', 'Representative John Mc', 'Representative Sally Toone', 'Representative Melissa Wintrow', 'Senator Cherie Buckner', 'Senator Grant Burgoyne', 'Senator Maryanne Jordan', 'Senator Mark Nye', 'Senator Michelle Stennett', 'Senator Janie Ward']",,,CIVIL RIGHTS - Amends existing law to provide that freedom from discrimination because of sexual orientation or gender identity is a civil right.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0069/,
H0070,,LAW,"Reported Signed by Governor on March 20, 2017; Session Law Chapter 69; Effective: 07/01/2017",2017-02-17,2017-03-13,,"['Representative DeMordaunt', 'Senator Nonini']",Signed,"SCHOOLS - Adds to existing law to provide legislative intent and to provide for the award of STEM (science, technology, engineering and mathematics) school or STEM program designation.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0070/,
H0071,,H W/M,01/30; Reported Printed and Referred to Ways & Means,,,"['Representative Paulette Jordan', 'Representative Phylis King', 'Representative John Mc', 'Representative Mathew Erpelding', 'Representative John Gannon', 'Senator Cherie Buckner', 'Senator Maryanne Jordan', 'Senator Michelle Stennett']",,,COMMISSION ON HUMAN RIGHTS - Amends existing law to prohibit certain acts by an employer.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2017/legislation/H0071/,
